startDate,endDate,countryName,ISO,location,disasterType,disasterSubtype,totalDeaths,totalAffected,disasterID
14/03/1979,14/03/1979,Mexico,MEX,"Guerrero, Acapulco, Gudalajara, Monterrey, Puebla (Mexico city, south area)",Earthquake,Ground movement,5,7535,1979-0032
13/04/1979,13/04/1979,Saint Vincent and the Grenadines,VCT,Northern,Volcanic activity,Ash fall,2,20000,1979-0035
15/04/1979,15/04/1979,Albania,ALB,Northern,Earthquake,Ground movement,35,350,1979-0039
15/04/1979,15/04/1979,Yugoslavia,YUG,Montenegro,Earthquake,Ground movement,121,310100,1979-0039
24/05/1979,24/05/1979,Yugoslavia,YUG,Kotor-Ulcinj area (South Adriatic coast),Earthquake,Ground movement,,80,1979-0052
30/05/1979,30/05/1979,Indonesia,IDN,Lombok Island (Sumabxa Isl. region),Earthquake,Ground movement,34,36048,1979-0054
9/7/79,9/7/79,China,CHN,Lyang area (Jiangsu province),Earthquake,Ground movement,41,2000,1979-0063
18/07/1979,18/07/1979,Indonesia,IDN,Lomblen Island,Earthquake,Tsunami,539,23,1979-0066
27/08/1979,27/08/1979,China,CHN,Wu-Yuan area (Inner Mongolia),Earthquake,Ground movement,,2104,1979-0082
12/9/79,12/9/79,Indonesia,IDN,"Yapen, Jobi (Irian Jaja)",Earthquake,Ground movement,2,5005,1979-0086
12/9/79,12/9/79,Italy,ITA,Sicily,Volcanic activity,Ash fall,9,24,1979-0087
9/10/79,9/10/79,Guatemala,GTM,"Santa Rosa, Jutiapia provinces",Earthquake,Ground movement,,2040,1979-0094
2/11/79,2/11/79,Indonesia,IDN,West Java,Earthquake,Ground movement,26,43200,1979-0102
14/11/1979,14/11/1979,Iran (Islamic Republic of),IRN,Khorasan province,Earthquake,Ground movement,350,15055,1979-0103
23/11/1979,23/11/1979,Colombia,COL,Manizales-Armenia area,Earthquake,Ground movement,60,600,1979-0106
27/11/1979,27/11/1979,Iran (Islamic Republic of),IRN,Khorasan province,Earthquake,Ground movement,16,23,1979-0107
12/12/79,12/12/79,Colombia,COL,"Pasto, Buenaventura, Narino, Cauca provinces, Tumaco Isl., Gorgona Isl.",Earthquake,Ground movement,579,11042,1979-0113
15/12/1979,15/12/1979,Indonesia,IDN,Bengkulu area (South Sumatra),Earthquake,Ground movement,5,1500,1979-0114
18/12/1979,18/12/1979,Indonesia,IDN,"Bali, Lombok",Earthquake,Ground movement,32,619,1979-0115
19/09/1979,19/09/1979,Italy,ITA,Val Nerina (Umbria),Earthquake,Ground movement,5,5000,1979-0216
00/06/1979,00/06/1979,Australia,AUS,Cadoux region,Earthquake,Ground movement,,,1979-0219
00/08/1979,00/08/1979,Korea (the Democratic People's Republic of),PRK,,Earthquake,Ground movement,,,1979-0220
00/07/1979,00/07/1979,India,IND,Baramula-Sopur area,Earthquake,Ground movement,,,1979-0224
16/10/1979,16/10/1979,France,FRA,Cote d'Azur,Earthquake,Tsunami,11,2,1979-0259
00/05/1979,00/05/1979,Indonesia,IDN,Merapi (Ouest Sumatra),Volcanic activity,Ash fall,82,,1979-0269
00/06/1979,00/06/1979,Japan,JPN,,Earthquake,Ground movement,27,,1979-0274
1/1/80,1/1/80,Azores Islands,AZO,"Terceira, San Miguel, Santa Maria Pico, Sao Jorge Islands",Earthquake,Ground movement,69,21900,1980-0001
17/05/1980,17/05/1980,Yugoslavia,YUG,"Mt Kopaonik, Aleksandrovac, Brus, Kursumlija, Raska areas",Earthquake,Ground movement,,5100,1980-0046
18/05/1980,18/05/1980,United States of America (the),USA,Washington state,Volcanic activity,Ash fall,90,2500,1980-0047
9/6/80,9/6/80,Mexico,MEX,Northwest,Earthquake,Ground movement,2,60,1980-0051
29/07/1980,29/07/1980,Nepal,NPL,"Mahakali, Seti, Karnalin Bheri, Rapti zones",Earthquake,Ground movement,100,240600,1980-0071
18/08/1980,18/08/1980,Ecuador,ECU,Guayaquil,Earthquake,Ground movement,8,40,1980-0081
24/08/1980,24/08/1980,India,IND,Jammu,Earthquake,Ground movement,13,40,1980-0084
5/9/80,5/9/80,Indonesia,IDN,Ternate (Moluccas),Earthquake,Ground movement,,20000,1980-0088
25/09/1980,25/09/1980,Japan,JPN,"Tokyo, Kanto region",Earthquake,Ground movement,2,73,1980-0092
10/10/80,10/10/80,Algeria,DZA,El Asnam,Earthquake,Ground movement,2633,930317,1980-0096
24/10/1980,24/10/1980,Mexico,MEX,Oaxaca state,Earthquake,Ground movement,65,6300,1980-0097
9/11/80,9/11/80,Peru,PER,Ayacucho,Earthquake,Ground movement,7,3000,1980-0100
23/11/1980,23/11/1980,Italy,ITA,"Avellino, Potenza, Caserta, Naples",Earthquake,Ground movement,4689,407700,1980-0103
19/12/1980,19/12/1980,Iran (Islamic Republic of),IRN,Qom-Saveh area,Earthquake,Ground movement,20,,1980-0108
22/12/1980,22/12/1980,Iran (Islamic Republic of),IRN,"Qom, Fafresh",Earthquake,Ground movement,4,100,1980-0109
7/12/80,7/12/80,Algeria,DZA,El Asnam area,Earthquake,Ground movement,2,90,1980-0111
27/07/1980,27/07/1980,United States of America (the),USA,Kentucky,Earthquake,Ground movement,,2,1980-0124
9/8/80,9/8/80,Honduras,HND,North (Honduras) and Izabal province (Guatemala),Earthquake,Ground movement,2,,1980-0129
26/11/1980,26/11/1980,Venezuela (Bolivarian Republic of),VEN,"San Cristobal aera (Venezuela) , Cucta area (Colombia)",Earthquake,Ground movement,,186,1980-0184
12/7/80,12/7/80,Greece,GRC,Volos (Magnisia province),Earthquake,Ground movement,1,17,1980-0239
20/11/1980,20/11/1980,India,IND,"Sikkim, Gangtok Region",Earthquake,Ground movement,,8,1980-0255
16/04/1980,16/04/1980,Indonesia,IDN,Tasikmalaja (Java),Earthquake,Ground movement,,,1980-0258
30/11/1980,30/11/1980,Iran (Islamic Republic of),IRN,Kishan,Earthquake,Ground movement,26,,1980-0264
29/06/1980,29/06/1980,Japan,JPN,South coast of Honshu (Oshima Isl.),Earthquake,Ground movement,,7,1980-0266
11/11/80,11/11/80,Philippines (the),PHL,Santa Fe (Vizcaya Province),Mass movement (dry),Rockfall,50,,1980-0314
4/9/80,4/9/80,Indonesia,IDN,Ternate Isl.,Volcanic activity,Ash fall,,52235,1980-0317
00/00/1980,00/00/1980,Soviet Union,SUN,,Earthquake,Ground movement,87,,1980-0319
22/01/1981,22/01/1981,Indonesia,IDN,Solo Valley (Irian Jaya),Earthquake,Ground movement,306,2682,1981-0025
24/01/1981,24/01/1981,China,CHN,Sichuan province,Earthquake,Ground movement,150,25850,1981-0026
24/02/1981,24/02/1981,Greece,GRC,Athens-Corinth area,Earthquake,Ground movement,22,80400,1981-0033
11/6/81,11/6/81,Iran (Islamic Republic of),IRN,"Golbaf region, Kerman province",Earthquake,Ground movement,2000,3000,1981-0056
22/06/1981,22/06/1981,Peru,PER,"Ayacucho, Huancavelica",Earthquake,Ground movement,10,12256,1981-0057
28/07/1981,28/07/1981,Iran (Islamic Republic of),IRN,"Kerman, Golbaf, Shahdab",Earthquake,Ground movement,1200,31000,1981-0067
13/08/1981,13/08/1981,Yugoslavia,YUG,Banja Luka (Bosnia Hercegovina),Earthquake,Ground movement,,44,1981-0073
12/9/81,12/9/81,Pakistan,PAK,"Karakoram, Darel, Tangir, Khanbari valleys",Earthquake,Ground movement,250,2000,1981-0081
18/10/1981,18/10/1981,Colombia,COL,Colombia/Venezuela border,Earthquake,Ground movement,10,,1981-0091
25/10/1981,25/10/1981,Mexico,MEX,"Mexico city, Michoacan",Earthquake,Ground movement,3,28,1981-0093
10/3/81,10/3/81,Greece,GRC,Greece-Albania border region,Earthquake,Ground movement,2,450,1981-0122
7/6/81,7/6/81,Italy,ITA,Mazara del Vallo area (Sicily),Earthquake,Ground movement,,306,1981-0123
12/12/81,12/12/81,Pakistan,PAK,Koshkak,Earthquake,Ground movement,6,237,1981-0127
18/04/1981,18/04/1981,Peru,PER,Ayacucho area,Earthquake,Ground movement,8,15,1981-0211
14/02/1981,14/02/1981,Italy,ITA,South,Earthquake,Ground movement,12,,1981-0224
2/3/81,2/3/81,Indonesia,IDN,East of Java,Volcanic activity,Ash fall,192,5000,1981-0272
00/00/1981,00/00/1981,India,IND,,Earthquake,Ground movement,212,,1981-0288
00/00/1981,00/00/1981,Venezuela (Bolivarian Republic of),VEN,,Earthquake,Ground movement,15,,1981-0297
24/02/1982,24/02/1982,Indonesia,IDN,Sukabumi (Java),Earthquake,Ground movement,,15000,1982-0031
21/03/1982,21/03/1982,Italy,ITA,"Avellino, Potenza",Earthquake,Ground movement,,1000,1982-0035
21/03/1982,21/03/1982,Japan,JPN,Hokkaido,Earthquake,Ground movement,,1100,1982-0036
28/03/1982,28/03/1982,Mexico,MEX,,Volcanic activity,Ash fall,100,40500,1982-0039
5/4/82,5/4/82,Indonesia,IDN,Java,Volcanic activity,Ash fall,30,300000,1982-0047
15/06/1982,15/06/1982,China,CHN,Garze (Sichuan province),Earthquake,Ground movement,10,5,1982-0068
19/06/1982,19/06/1982,El Salvador,SLV,,Earthquake,Ground movement,20,32500,1982-0081
26/08/1982,26/08/1982,Indonesia,IDN,Sulawesi,Volcanic activity,Ash fall,,30000,1982-0094
17/10/1982,17/10/1982,Italy,ITA,Perugia area (Umbria),Earthquake,Ground movement,,5000,1982-0106
16/12/1982,16/12/1982,Afghanistan,AFG,Baghlan province (Hindu Kush region),Earthquake,Ground movement,500,38000,1982-0127
25/12/1982,25/12/1982,Indonesia,IDN,Larantuka (Flores Isl.),Earthquake,Ground movement,13,8817,1982-0128
13/12/1982,13/12/1982,Yemen Arab Rep,YMN,Dhamar province,Earthquake,Ground movement,1507,401500,1982-0131
6/10/82,6/10/82,Liberia,LBR,Near Mano river,Mass movement (dry),Landslide,46,200,1982-0136
27/04/1982,27/04/1982,Honduras,HND,Comayagua area,Earthquake,Ground movement,,500,1982-0141
00/11/1982,00/11/1982,South Africa,ZAF,Vaal Reefs goldmine,Earthquake,Ground movement,17,,1982-0154
16/11/1982,16/11/1982,Albania,ALB,Lushnje,Earthquake,Ground movement,1,5005,1982-0161
7/6/82,7/6/82,Mexico,MEX,"Near coast of Guerrero, Michoacan",Earthquake,Ground movement,9,17,1982-0291
28/03/1982,28/03/1982,Peru,PER,"Lima, Lunahuana, Huancayo",Earthquake,Ground movement,3,,1982-0293
15/03/1982,15/03/1982,France,FRA,French Alps,Mass movement (dry),Avalanche,13,,1982-0302
4/6/82,4/6/82,Poland,POL,Bytom,Earthquake,Ground movement,,1050,1982-0307
11/1/82,11/1/82,Philippines (the),PHL,Catanduanes (Luzon Isl.),Earthquake,Ground movement,,,1982-0325
26/03/1982,26/03/1982,Bolivia (Plurinational State of),BOL,Tarisa,Earthquake,Ground movement,20,,1982-0396
00/00/1982,00/00/1982,Guatemala,GTM,,Earthquake,Ground movement,20,,1982-0398
7/3/83,7/3/83,China,CHN,"Mt.Sale (Dongxiang arera, N.W.Gansu)",Mass movement (dry),Landslide,277,,1983-0051
26/03/1983,26/03/1983,Iran (Islamic Republic of),IRN,Damavand-Amol area,Earthquake,Ground movement,30,7066,1983-0058
31/03/1983,31/03/1983,Colombia,COL,Popayan city (Cauca department),Earthquake,Ground movement,250,36200,1983-0059
2/4/83,2/4/83,Costa Rica,CRI,S.E. San José,Earthquake,Ground movement,10,475,1983-0065
2/4/83,2/4/83,Soviet Union,SUN,Kum-Dag (Turkmenistan),Earthquake,Ground movement,,14000,1983-0066
3/4/83,3/4/83,Indonesia,IDN,Banda Aceh (North Sumatra),Earthquake,Ground movement,,100,1983-0067
14/04/1983,14/04/1983,Peru,PER,Chimbote,Earthquake,Ground movement,10,,1983-0070
26/05/1983,26/05/1983,Japan,JPN,"Nihon- Kai-Chubu, Western Honshu, Akita, Aomori, Hokkaido",Earthquake,Tsunami,102,77,1983-0081
28/06/1983,28/06/1983,Indonesia,IDN,Halmahera Island,Volcanic activity,Ash fall,,2500,1983-0088
3/7/83,3/7/83,Costa Rica,CRI,San Jose province,Earthquake,Ground movement,2,5060,1983-0092
6/7/83,6/7/83,Guatemala,GTM,Near Quezaltenango,Volcanic activity,Ash fall,,3500,1983-0093
14/07/1983,14/07/1983,Indonesia,IDN,Unauna Isl. (central Sulawesi),Volcanic activity,Ash fall,,7101,1983-0095
28/07/1983,28/07/1983,Colombia,COL,Gachala,Mass movement (dry),Rockfall,160,,1983-0100
18/08/1983,18/08/1983,Philippines (the),PHL,Ilocos Norte,Earthquake,Ground movement,19,1901,1983-0109
19/09/1983,19/09/1983,Italy,ITA,Pozzuoli (Naples),Earthquake,Ground movement,,21030,1983-0112
9/9/83,9/9/83,Indonesia,IDN,,Volcanic activity,Ash fall,,6334,1983-0119
00/10/1983,00/10/1983,Chile,CHL,North regions,Earthquake,Ground movement,4,1524,1983-0127
3/10/83,3/10/83,Japan,JPN,Miyake-Jima Island,Volcanic activity,Ash fall,,5600,1983-0130
15/10/1983,15/10/1983,Papua New Guinea,PNG,,Volcanic activity,Ash fall,,25000,1983-0132
30/10/1983,30/10/1983,Turkey,TUR,"Khorasan, Pasinler, Narman (Erzurum province) Kars provinces",Earthquake,Ground movement,1346,834137,1983-0136
6/11/83,6/11/83,China,CHN,Heze area (Shandong province),Earthquake,Ground movement,34,18700,1983-0144
8/11/83,8/11/83,Belgium,BEL,Seraing (Liège),Earthquake,Ground movement,2,1030,1983-0146
22/12/1983,22/12/1983,Guinea,GIN,Gaoual-Koumbia area,Earthquake,Ground movement,275,21436,1983-0161
22/12/1983,22/12/1983,Papua New Guinea,PNG,Northwest,Earthquake,Ground movement,10,,1983-0162
31/12/1983,31/12/1983,Pakistan,PAK,"Pakistan/Afghanistan border, Hindu Kusk region",Earthquake,Ground movement,24,543,1983-0165
16/12/1983,16/12/1983,Afghanistan,AFG,"Hindu Kush region, North-East provinces",Earthquake,Ground movement,12,34503,1983-0166
23/03/1983,23/03/1983,Greece,GRC,Vonitsa area,Earthquake,Ground movement,,487,1983-0171
2/5/83,2/5/83,United States of America (the),USA,Coalinga area (Central California),Earthquake,Ground movement,,1545,1983-0174
16/11/1983,16/11/1983,United States of America (the),USA,Kapapala area (Hawai),Earthquake,Ground movement,,6,1983-0197
27/02/1983,27/02/1983,France,FRA,"Mont Blanc, Pyrenees",Mass movement (dry),Avalanche,9,15,1983-0342
29/05/1983,29/05/1983,Iceland,ISL,South-East region,Volcanic activity,Ash fall,,,1983-0361
25/02/1983,25/02/1983,Yugoslavia,YUG,"Skopje, Dolno, Kolicani",Earthquake,Ground movement,12,,1983-0408
22/07/1983,22/07/1983,Iran (Islamic Republic of),IRN,Zanjan (Western Region),Earthquake,Ground movement,3,416,1983-0432
8/8/83,8/8/83,Japan,JPN,Near South coast Honshu,Earthquake,Ground movement,1,28,1983-0437
00/12/1983,00/12/1983,Lebanon,LBN,Bekaa valley,Mass movement (dry),Landslide,20,,1983-0455
28/10/1983,28/10/1983,United States of America (the),USA,Borah Peak (Eastern Idaho),Earthquake,Ground movement,2,2,1983-0514
10/1/84,10/1/84,Indonesia,IDN,Mamuju (Central Sulawesi),Earthquake,Ground movement,2,89,1984-0015
19/03/1984,19/03/1984,Soviet Union,SUN,"Gazli, Boukhara (Uzbekistan)",Earthquake,Ground movement,,20100,1984-0028
29/04/1984,29/04/1984,Italy,ITA,"Assisi, Gubbio, Perugia area (Umbria Province)",Earthquake,Ground movement,,4200,1984-0038
25/05/1984,25/05/1984,Indonesia,IDN,North Surawasi province,Volcanic activity,Ash fall,,6000,1984-0042
7/5/84,7/5/84,Italy,ITA,Abruzzo area,Earthquake,Ground movement,3,5083,1984-0047
15/08/1984,15/08/1984,Cameroon,CMR,Lake Monoun,Volcanic activity,Ash fall,37,,1984-0069
27/08/1984,27/08/1984,Indonesia,IDN,Pahae Jae sub-district (North Sumatra),Earthquake,Ground movement,,1858,1984-0072
5/9/84,5/9/84,Indonesia,IDN,Siau Isl (North Sulawesi),Volcanic activity,Ash fall,,17000,1984-0081
10/9/84,10/9/84,Philippines (the),PHL,"Daraga, Legaspi, Guinobatan, Camalig, Ligao, Tabaco, Sto. Domingo, Malipilot municipalities (Albay province)",Volcanic activity,Ash fall,,70000,1984-0083
14/09/1984,14/09/1984,Japan,JPN,"Honshu, Nagano prefecture (Honshu)",Earthquake,Ground movement,20,,1984-0084
18/09/1984,18/09/1984,Turkey,TUR,Olur-Senkaya area,Earthquake,Ground movement,3,375038,1984-0086
31/12/1984,31/12/1984,India,IND,Cachar district (Assam),Earthquake,Ground movement,20,10900,1984-0124
5/9/84,5/9/84,Iceland,ISL,,Volcanic activity,Ash fall,,,1984-0269
20/10/1984,20/10/1984,Italy,ITA,"Mt. Etna, Catania (Sicily)",Earthquake,Ground movement,1,302,1984-0274
2/2/84,2/2/84,Afghanistan,AFG,Jalalabad Area,Earthquake,Ground movement,1,35,1984-0309
15/06/1984,15/06/1984,Indonesia,IDN,"Dukuh, Srumbung, Sawangan districts (Central Java)",Volcanic activity,Ash fall,,5000,1984-0328
6/8/84,6/8/84,Japan,JPN,Kyushu (Shikoku Island),Earthquake,Ground movement,,9,1984-0335
17/02/1984,17/02/1984,Pakistan,PAK,Chiltral-Landi Kotal (Hindu Kush),Earthquake,Ground movement,4,12,1984-0339
6/7/84,6/7/84,Guatemala,GTM,Coastal provinces,Volcanic activity,Ash fall,,3000,1984-0372
18/10/1984,18/10/1984,Turkey,TUR,Erzurum-Senkaya area,Earthquake,Ground movement,3,375035,1984-0413
26/01/1985,26/01/1985,Argentina,ARG,Mendoza province,Earthquake,Ground movement,6,45238,1985-0024
3/2/85,3/2/85,Iran (Islamic Republic of),IRN,Fath-Abad (Firuzabad-Johrom region),Earthquake,Ground movement,1,7080,1985-0027
3/3/85,3/3/85,Chile,CHL,"Valparaiso, Santiago, Talca, Copiapo, La Serena, Rancegua, Cauquenes, Concepcion",Earthquake,Ground movement,180,1482275,1985-0041
18/04/1985,18/04/1985,China,CHN,Yunnan province,Earthquake,Ground movement,22,300,1985-0055
16/06/1985,16/06/1985,Peru,PER,La Hoyada region,Mass movement (dry),Landslide,,,1985-0071
29/07/1985,29/07/1985,Pakistan,PAK,Chitral (Hindu Kush area),Earthquake,Ground movement,5,12038,1985-0078
30/07/1985,30/07/1985,Indonesia,IDN,Ntb Prov.,Volcanic activity,Ash fall,,1078,1985-0083
23/08/1985,23/08/1985,China,CHN,Wuqia-Shufu area,Earthquake,Ground movement,67,16100,1985-0101
19/09/1985,19/09/1985,Mexico,MEX,"Mexico city, Michoacan, Jalisco",Earthquake,Ground movement,9500,2130204,1985-0109
15/09/1985,15/09/1985,Indonesia,IDN,Paniai District (Eastern Irian Jaya),Earthquake,Ground movement,10,7,1985-0110
11/10/85,11/10/85,Guatemala,GTM,"Tierra Blanca, Catoxac canton, San Lucas canton, San Antonio Chiquito (San Miguel Uspantan)",Earthquake,Ground movement,,5000,1985-0120
13/10/1985,13/10/1985,Soviet Union,SUN,Tadzhikistan,Earthquake,Ground movement,29,8080,1985-0122
21/10/1985,21/10/1985,Philippines (the),PHL,South Mindanao,Mass movement (dry),Landslide,300,,1985-0125
13/11/1985,13/11/1985,Colombia,COL,"Armero, Chinchina, Casablanca, Herveo, Libano, Murillo, Villahermosa",Volcanic activity,Ash fall,21800,12700,1985-0132
18/03/1985,18/03/1985,Philippines (the),PHL,Mindanao,Earthquake,Ground movement,2,175,1985-0171
29/03/1985,29/03/1985,China,CHN,Neijiang area (Sichuan province),Earthquake,Ground movement,1,120,1985-0182
21/08/1985,21/08/1985,Peru,PER,Chimbote area,Earthquake,Ground movement,,400,1985-0191
28/09/1985,28/09/1985,Yugoslavia,YUG,Demir Kapija-Negotino area,Earthquake,Ground movement,,1516,1985-0193
7/11/85,7/11/85,Turkey,TUR,Erzurum area,Earthquake,Ground movement,,579,1985-0194
11/5/85,11/5/85,Papua New Guinea,PNG,Bialla region (West New Britain),Earthquake,Ground movement,,,1985-0227
31/08/1985,31/08/1985,Greece,GRC,Preveza region,Earthquake,Ground movement,,186,1985-0258
12/8/85,12/8/85,Turkey,TUR,"Gumushane,Erzincan",Earthquake,Ground movement,,165,1985-0276
4/10/85,4/10/85,Japan,JPN,Near East coast of Honshu,Earthquake,Ground movement,,20,1985-0319
3/6/85,3/6/85,American Samoa,ASM,,Earthquake,Ground movement,,,1985-0326
00/07/1985,00/07/1985,Vanuatu,VUT,,Earthquake,Ground movement,,,1985-0328
27/10/1985,27/10/1985,Algeria,DZA,Constantine-Skikda area,Earthquake,Ground movement,30,,1985-0386
5/4/86,5/4/86,Peru,PER,"Chimbote, Pucallpa (Cuzco)",Earthquake,Ground movement,15,8080,1986-0051
5/5/86,5/5/86,Turkey,TUR,"Malatya, Adiyaman provinces",Earthquake,Ground movement,15,20100,1986-0058
2/6/86,2/6/86,Venezuela (Bolivarian Republic of),VEN,Eastern Venezuela,Earthquake,Ground movement,2,850,1986-0074
24/06/1986,24/06/1986,Papua New Guinea,PNG,East Sepik province,Earthquake,Ground movement,,1000,1986-0076
24/08/1986,25/08/1986,Cameroon,CMR,Lake Nyos (Wum region),Volcanic activity,Ash fall,1746,10437,1986-0100
31/08/1986,31/08/1986,Soviet Union,SUN,Moldavia,Earthquake,Ground movement,1,225558,1986-0106
13/09/1986,13/09/1986,Greece,GRC,Kalamata (Southwestern Peloppinos),Earthquake,Ground movement,20,45300,1986-0113
10/10/86,10/10/86,El Salvador,SLV,San Salvador,Earthquake,Ground movement,1100,770000,1986-0123
15/11/1986,15/11/1986,Taiwan (Province of China),TWN,Taipai,Earthquake,Ground movement,13,46,1986-0133
21/11/1986,21/11/1986,Japan,JPN,Oshima Island,Volcanic activity,Ash fall,,13000,1986-0135
7/12/86,7/12/86,Bulgaria,BGR,Strazhitsa (Tyrnovo region),Earthquake,Ground movement,3,3060,1986-0140
30/11/1986,30/11/1986,Brazil,BRA,"Joao Camara, Pobo Branco",Earthquake,Ground movement,1,23000,1986-0141
11/1/86,11/1/86,Peru,PER,Huarmey area,Earthquake,Ground movement,1,100,1986-0150
3/2/86,3/2/86,Guatemala,GTM,Ixchiguan (San Marcos province),Earthquake,Ground movement,,2500,1986-0170
13/05/1986,13/05/1986,Soviet Union,SUN,Akhalkalaki area,Earthquake,Ground movement,2,4500,1986-0171
20/06/1986,20/06/1986,China,CHN,"Ombu area, Tibet",Earthquake,Ground movement,,290,1986-0173
12/7/86,12/7/86,Iran (Islamic Republic of),IRN,Mamasani area,Earthquake,Ground movement,1,1504,1986-0174
13/07/1986,13/07/1986,United States of America (the),USA,Newport Beach-San Diego area,Earthquake,Ground movement,,179,1986-0177
18/07/1986,18/07/1986,Venezuela (Bolivarian Republic of),VEN,Churuguara area,Earthquake,Ground movement,1,150,1986-0182
11/10/86,11/10/86,Turkey,TUR,Aydin area,Earthquake,Ground movement,,1003,1986-0183
16/10/1986,16/10/1986,Pakistan,PAK,Khuzdar area,Earthquake,Ground movement,,750,1986-0186
20/12/1986,20/12/1986,Iran (Islamic Republic of),IRN,Mamasani area,Earthquake,Ground movement,,400,1986-0189
26/04/1986,26/04/1986,India,IND,Dharmsala,Earthquake,Ground movement,6,30,1986-0372
21/01/1987,25/01/1987,Guatemala,GTM,,Volcanic activity,Ash fall,,3035,1987-0051
9/2/87,9/2/87,Papua New Guinea,PNG,"Umboi Isl., Finschafen area of Huon peninsula",Earthquake,Ground movement,1,4000,1987-0058
11/1/87,11/1/87,Iran (Islamic Republic of),IRN,Doshman Ziari area,Earthquake,Ground movement,,1500,1987-0067
2/3/87,2/3/87,New Zealand,NZL,Edgecumbe (Bay of Plenty),Earthquake,Ground movement,1,7025,1987-0068
5/3/87,5/3/87,Ecuador,ECU,"Carchi, Imbabura, Pastaza, Napo provinces",Earthquake,Ground movement,5000,150000,1987-0070
16/03/1987,16/03/1987,Soviet Union,SUN,Argazan (Tadjikistan),Mass movement (dry),Landslide,52,506,1987-0074
26/04/1987,26/04/1987,Indonesia,IDN,Tarutung (North Sumatra),Earthquake,Ground movement,2,15001,1987-0086
4/5/87,4/5/87,Indonesia,IDN,Padang Panjang (West Sumatra),Mass movement (dry),Landslide,131,701,1987-0094
30/05/1987,30/05/1987,Iran (Islamic Republic of),IRN,Southwest Teheran,Earthquake,Ground movement,2,50,1987-0101
24/01/1987,24/01/1987,China,CHN,Wushi area,Earthquake,Ground movement,,2085,1987-0102
27/06/1987,27/06/1987,South Africa,ZAF,,Earthquake,Ground movement,9,310,1987-0116
8/8/87,8/8/87,Chile,CHL,"Arica, Iquique several small Andean towns",Earthquake,Ground movement,5,5112,1987-0144
2/8/87,2/8/87,China,CHN,Ganzhou-Xunwu area,Earthquake,Ground movement,,185084,1987-0149
9/9/87,9/9/87,China,CHN,South Jiangxi,Earthquake,Ground movement,,7000,1987-0158
22/09/1987,22/09/1987,Ecuador,ECU,Ambato (Tungurahua province),Earthquake,Ground movement,2,6,1987-0162
1/10/87,1/10/87,United States of America (the),USA,Los Angeles-Whittier (California),Earthquake,Ground movement,8,2200,1987-0179
24/11/1987,24/11/1987,Iran (Islamic Republic of),IRN,Birjand,Earthquake,Ground movement,,2425,1987-0196
26/11/1987,26/11/1987,Indonesia,IDN,South Pantar Isl.(Timor),Earthquake,Ground movement,125,17100,1987-0213
17/12/1987,17/12/1987,Japan,JPN,Chiba prefecture (Near Tokyo),Earthquake,Ground movement,2,22652,1987-0229
28/12/1987,28/12/1987,Indonesia,IDN,Flores Isl.,Volcanic activity,Ash fall,,13000,1987-0234
24/11/1987,24/11/1987,Mexico,MEX,Mexicali,Earthquake,Ground movement,2,3050,1987-0254
24/11/1987,24/11/1987,United States of America (the),USA,Imperial county,Earthquake,Ground movement,,94,1987-0254
26/01/1987,26/01/1987,Algeria,DZA,"Wilaya de Chle, Wilaya de Tissemsilt, Daira de Bordj Bou Naama, Larbaa",Earthquake,Ground movement,1,3152,1987-0306
30/03/1988,30/03/1988,Iran (Islamic Republic of),IRN,Deh Dasht area,Earthquake,Ground movement,,3524,1988-0021
4/1/88,4/1/88,China,CHN,Ningxia province,Earthquake,Ground movement,,50060,1988-0035
5/1/88,5/1/88,South Africa,ZAF,,Earthquake,Ground movement,8,28,1988-0036
11/8/88,11/8/88,Iran (Islamic Republic of),IRN,Mamasani area,Earthquake,Ground movement,1,10000,1988-0041
31/10/1988,31/10/1988,Algeria,DZA,Blida area,Earthquake,Ground movement,,257,1988-0042
3/11/88,3/11/88,Guatemala,GTM,South,Earthquake,Ground movement,5,500,1988-0043
6/2/88,6/2/88,Bangladesh,BGD,Syhlet,Earthquake,Ground movement,2,100,1988-0079
27/02/1988,27/02/1988,Morocco,MAR,Near Fes,Mass movement (dry),Rockfall,31,,1988-0094
25/03/1988,25/03/1988,Colombia,COL,,Volcanic activity,Ash fall,,1900,1988-0136
26/03/1988,26/03/1988,Pakistan,PAK,"Arandu Gul - Jammu, Kashmir regions",Mass movement (dry),Avalanche,50,,1988-0138
30/03/1988,30/03/1988,Iran (Islamic Republic of),IRN,Deh Dasht,Earthquake,Ground movement,,3030,1988-0144
9/5/88,9/5/88,Indonesia,IDN,Moluccas,Volcanic activity,Ash fall,7,10000,1988-0205
17/07/1988,17/07/1988,Indonesia,IDN,Makian Isl.,Volcanic activity,Ash fall,,1570,1988-0314
6/8/88,6/8/88,India,IND,Hindukush region,Earthquake,Ground movement,2,12,1988-0362
8/8/88,8/8/88,Uganda,UGA,"West Nile, Arura",Earthquake,Ground movement,,2000,1988-0369
21/08/1988,21/08/1988,India,IND,"Dharbhanga, Madhubani, Saharsa, Munger, Khagana, Bihar SharieBihar State",Earthquake,Ground movement,382,20003766,1988-0382
20/08/1988,20/08/1988,Nepal,NPL,"Daharam, Dhankuta, Terathum, Panchthar, Ilam, Morang, Bhaktapur",Earthquake,Ground movement,709,301016,1988-0383
