startDate,endDate,countryName,ISO,location,disasterType,disasterSubtype,totalDeaths,totalAffected,disasterID
6/9/88,6/9/88,Papua New Guinea,PNG,Kaiapit district (Morobe province),Mass movement (dry),Landslide,76,1000,1988-0415
15/10/1988,15/10/1988,Guatemala,GTM,Chamaltenango area,Earthquake,Ground movement,,1550,1988-0463
16/10/1988,16/10/1988,Greece,GRC,Near Killini,Earthquake,Ground movement,,25,1988-0467
6/11/88,6/11/88,China,CHN,"Lancang, Menglian counties (Yunnan province)",Earthquake,Ground movement,939,1270364,1988-0502
00/12/1988,00/12/1988,Chile,CHL,Lonquimay,Volcanic activity,Ash fall,,2000,1988-0524
7/12/88,7/12/88,Soviet Union,SUN,"Armenia, Leninakan, Kirovakan, Spitak",Earthquake,Ground movement,25000,1642000,1988-0528
10/8/88,10/8/88,Solomon Islands,SLB,Southwestern coast San Cristobal,Earthquake,Ground movement,1,500,1988-0675
16/12/1988,16/12/1988,Japan,JPN,Tokachidake,Volcanic activity,Ash fall,,,1988-0695
9/1/88,9/1/88,Albania,ALB,Tirana,Earthquake,Ground movement,,690,1988-0702
23/01/1989,23/01/1989,Soviet Union,SUN,"Sharora, Okulibolo, Okulipoyen villages (Tadzhikistan)",Earthquake,Ground movement,274,12051,1989-0027
00/03/1989,00/03/1989,Soviet Union,SUN,Checheno-Ingush,Mass movement (dry),Landslide,,8000,1989-0035
8/3/89,8/3/89,Indonesia,IDN,Molucca passage,Earthquake,Ground movement,,5500,1989-0045
4/5/89,4/5/89,Venezuela (Bolivarian Republic of),VEN,Tucacas area,Earthquake,Ground movement,,2000,1989-0067
12/6/89,12/6/89,Bangladesh,BGD,Banaripara area,Earthquake,Ground movement,1,100,1989-0071
25/04/1989,25/04/1989,Mexico,MEX,Near coast of Guerrero,Earthquake,Ground movement,3,350,1989-0073
15/04/1989,15/04/1989,China,CHN,"Batang county Litang, Baiju, Derong, Xiangcheng, Daocheng counties (Sichuan province)",Earthquake,Ground movement,8,40107,1989-0081
27/05/1989,27/05/1989,Iran (Islamic Republic of),IRN,"Fars,Yasuj, Kohkiluyeh-Boyer Ahmad provinces",Earthquake,Ground movement,100,217,1989-0090
1/8/89,1/8/89,Indonesia,IDN,"Irian Jaya, Jayawijaya districts",Earthquake,Ground movement,120,17196,1989-0092
18/10/1989,18/10/1989,United States of America (the),USA,"San Francisco, Oakland, San Mateo, Santa Clara, San Jose, Santa Cruz, Berkeley, Holister, Silicon Valley (California)",Earthquake,Ground movement,62,3757,1989-0133
18/10/1989,18/10/1989,China,CHN,Between Datong (Shanxi) and Yangyuan (Hebei),Earthquake,Ground movement,29,105140,1989-0136
29/10/1989,29/10/1989,Algeria,DZA,"Chenoua, Blida, Tipasa, Boumerdes, Wilaya, El-Nador",Earthquake,Ground movement,22,12184,1989-0139
28/12/1989,28/12/1989,Australia,AUS,Newcastle,Earthquake,Ground movement,12,2115,1989-0142
23/04/1989,23/04/1989,Indonesia,IDN,Noongan,Volcanic activity,Ash fall,,3000,1989-0152
7/5/89,7/5/89,China,CHN,Gengma (Yunnan province),Earthquake,Ground movement,1,26591,1989-0155
9/3/89,9/3/89,Malawi,MWI,Salima district,Earthquake,Ground movement,9,50100,1989-0167
26/06/1989,26/06/1989,United States of America (the),USA,Hawaii,Earthquake,Ground movement,5,315,1989-0186
14/07/1989,14/07/1989,Indonesia,IDN,Alor (Timor),Earthquake,Ground movement,,197,1989-0218
20/11/1989,20/11/1989,China,CHN,"Jiangbei county (Chong Qing, Sichuan Province)",Earthquake,Ground movement,4,52800,1989-0225
22/09/1989,22/09/1989,China,CHN,Sichuan province,Earthquake,Ground movement,,21404,1989-0287
1/10/89,1/10/89,Iran (Islamic Republic of),IRN,Deh Borzog-e Sisakht area,Earthquake,Ground movement,,1500,1989-0290
5/8/89,5/8/89,India,IND,North India,Mass movement (dry),Landslide,45,,1989-0368
00/00/1989,00/00/1989,Honduras,HND,,Mass movement (dry),Avalanche,10,,1989-0575
8/2/90,8/2/90,Philippines (the),PHL,"Bohol, Cebu, Cagayan De Oro, Camiguin, Cotabato, Mindanao",Earthquake,Ground movement,1,34504,1990-0009
10/2/90,12/2/90,Indonesia,IDN,East Java,Volcanic activity,Ash fall,33,10265,1990-0012
18/04/1990,18/04/1990,Indonesia,IDN,Minahassa Peninsula (Sulawesi Isl.),Earthquake,Ground movement,5,7036,1990-0017
30/05/1990,30/05/1990,Bulgaria,BGR,North,Earthquake,Ground movement,1,,1990-0020
30/05/1990,30/05/1990,Romania,ROU,Bucharest-Braila-Brasov Area,Earthquake,Ground movement,9,700,1990-0020
30/05/1990,30/05/1990,Soviet Union,SUN,Moldavia,Earthquake,Ground movement,4,,1990-0020
14/06/1990,14/06/1990,Philippines (the),PHL,Cualasi area (Near Panay Isl.),Earthquake,Ground movement,4,15,1990-0028
29/05/1990,29/05/1990,Peru,PER,Moyoyamba (San Martin) Amazon,Earthquake,Ground movement,200,100800,1990-0029
4/6/90,4/6/90,Peru,PER,Moyoyamba,Volcanic activity,Ash fall,,4000,1990-0030
14/06/1990,14/06/1990,Soviet Union,SUN,Kazakh-Xinjiang Border,Earthquake,Ground movement,1,20000,1990-0031
20/05/1990,20/05/1990,Sudan (the),SDN,"Juba, Mayo Area",Earthquake,Ground movement,,8000,1990-0033
20/05/1990,24/05/1990,Uganda,UGA,Moyo area,Earthquake,Ground movement,,,1990-0033
21/06/1990,21/06/1990,Iran (Islamic Republic of),IRN,"Rasht, Astara, Zanjan, Ghazvin, Tabriz, Ardebil, Khalkhal, Miane, Meshinsharhr, Langroud, Somesara, Rudbar, Talesh, Tarom-e-Olya, Manjil, Loushan (Gilan, Zanjan provinces)",Earthquake,Ground movement,40000,710000,1990-0034
29/06/1990,29/06/1990,China,CHN,Yunnan province,Mass movement (dry),Landslide,69,10,1990-0036
16/07/1990,16/07/1990,Philippines (the),PHL,"Cabanatuan, Baguio, Dagupon (Luzon Isl.)",Earthquake,Ground movement,2412,1597553,1990-0040
20/10/1990,20/10/1990,China,CHN,"Tian Zhu, Jing Tai, Gu Lang counties (Gansu Province)",Earthquake,Ground movement,1,30016,1990-0093
26/04/1990,26/04/1990,China,CHN,Qinghai Province,Earthquake,Ground movement,126,34319,1990-0099
6/5/90,6/5/90,Italy,ITA,Potenza area,Earthquake,Ground movement,2,16,1990-0105
6/11/90,6/11/90,Iran (Islamic Republic of),IRN,"Darab, Hadjiabad (Fars province)",Earthquake,Ground movement,21,22400,1990-0118
22/10/1990,22/10/1990,Pakistan,PAK,Hindu Kush region,Earthquake,Ground movement,11,250,1990-0165
21/12/1990,21/12/1990,Greece,GRC,Goumenisa (50km north Thessaloniki),Earthquake,Ground movement,1,60,1990-0169
22/12/1990,22/12/1990,Costa Rica,CRI,"Alajuela, Heredia, San Jose provinces",Earthquake,Ground movement,1,14299,1990-0170
19/02/1990,19/02/1990,Vanuatu,VUT,,Earthquake,Ground movement,,,1990-0186
28/02/1990,28/02/1990,United States of America (the),USA,Southern California,Earthquake,Ground movement,,30,1990-0187
3/3/90,3/3/90,Fiji,FJI,South of Fiji Islands,Earthquake,Ground movement,,,1990-0188
4/3/90,4/3/90,Pakistan,PAK,Kalat Area,Earthquake,Ground movement,11,40,1990-0189
5/3/90,5/3/90,Vanuatu,VUT,Port Vila,Earthquake,Ground movement,,,1990-0190
25/03/1990,25/03/1990,Costa Rica,CRI,"Puntarenas, San Jose areas",Earthquake,Ground movement,,310,1990-0191
2/4/90,2/4/90,United Kingdom of Great Britain and Northern Irela,GBR,Wrexham-Welshpool-Shrewsbury area,Earthquake,Ground movement,,,1990-0193
3/4/90,3/4/90,Nicaragua,NIC,"Rivas, Managua",Earthquake,Ground movement,,,1990-0194
24/05/1990,24/05/1990,Kenya,KEN,Kapenguria,Earthquake,Ground movement,,,1990-0202
24/05/1990,24/05/1990,Uganda,UGA,Juba region,Earthquake,Ground movement,,,1990-0203
30/05/1990,30/05/1990,Yugoslavia,YUG,,Earthquake,Ground movement,8,120,1990-0213
7/6/90,7/6/90,Papua New Guinea,PNG,North East coast,Earthquake,Ground movement,,,1990-0214
16/06/1990,16/06/1990,Greece,GRC,Kanalaki,Earthquake,Ground movement,,1,1990-0217
17/06/1990,17/06/1990,Pakistan,PAK,South Baluchistan Province,Earthquake,Ground movement,,6,1990-0219
23/06/1990,23/06/1990,Fiji,FJI,,Earthquake,Ground movement,,,1990-0221
13/07/1990,13/07/1990,Soviet Union,SUN,Pik Lenina (Hindu Kush),Mass movement (dry),Avalanche,43,,1990-0225
27/07/1990,27/07/1990,Vanuatu,VUT,Espiritu Santo,Earthquake,Ground movement,,2,1990-0227
3/8/90,3/8/90,Soviet Union,SUN,Kazakh-Xinjiang border region (Akkol area),Earthquake,Ground movement,,1508,1990-0228
11/8/90,11/8/90,Ecuador,ECU,"Quito, Pomasqui",Earthquake,Ground movement,4,6510,1990-0230
13/12/1990,13/12/1990,Italy,ITA,Carlentini (Sicily),Earthquake,Ground movement,19,2700,1990-0250
6/10/90,6/10/90,China,CHN,Wenzhou (Zhejiang province),Mass movement (dry),Landslide,4,5105,1990-0284
15/11/1990,15/11/1990,Indonesia,IDN,"Bangkejeren, Kutacane, Medan area (North Sumatra)",Earthquake,Ground movement,1,2172,1990-0593
1/12/90,1/12/90,Soviet Union,SUN,Uzgen area (Kirgizia),Earthquake,Ground movement,,3000,1990-0601
6/7/90,6/7/90,Indonesia,IDN,"Kuningan, Majalenga, Sumedang area (Java)",Earthquake,Ground movement,,103,1990-0702
30/03/1990,30/03/1990,United States of America (the),USA,Alamo (central California),Earthquake,Ground movement,,120,1990-0703
18/10/1990,18/10/1990,South Africa,ZAF,Carletonville,Earthquake,Ground movement,10,6,1990-0704
5/1/91,5/1/91,Myanmar,MMR,Thabeikkyin area,Earthquake,Ground movement,,160,1991-0001
31/01/1991,31/01/1991,Afghanistan,AFG,"Konar, Nangarhar, Badakhstan provinces",Earthquake,Ground movement,130,7000,1991-0033
31/01/1991,31/01/1991,Pakistan,PAK,"Malakand, Chitral, Peshawar area",Earthquake,Ground movement,300,204794,1991-0033
31/01/1991,31/01/1991,Soviet Union,SUN,Khorog area,Earthquake,Ground movement,3,,1991-0033
25/02/1991,25/02/1991,China,CHN,Keping County (Xinjiang Region),Earthquake,Ground movement,,42808,1991-0043
6/1/91,6/1/91,Guatemala,GTM,Quetzaltenango province,Mass movement (dry),Rockfall,23,,1991-0046
8/3/91,8/3/91,Soviet Union,SUN,Kamchatka Peninsula (Siberia),Earthquake,Ground movement,,,1991-0055
4/4/91,4/4/91,Peru,PER,"Nueva Cajamarea (Near Mayobamba, Rioja, Union)",Earthquake,Ground movement,53,45750,1991-0066
5/4/91,5/4/91,Philippines (the),PHL,Zambales province,Volcanic activity,Ash fall,,2000,1991-0079
3/4/91,3/4/91,Ethiopia,ETH,Hararghe Province,Mass movement (dry),Landslide,13,,1991-0085
00/04/1991,00/04/1991,Philippines (the),PHL,Balangas province,Volcanic activity,Ash fall,,3800,1991-0087
26/03/1991,26/03/1991,China,CHN,"Yanggao, Hunyuan, Guangling, Tianzhen, Datong Counties (Shanxi province, Yangyuan, Yuxian Counties (Hebei province)",Earthquake,Ground movement,1,240542,1991-0088
22/04/1991,22/04/1991,Costa Rica,CRI,"Bribri, Matina, Bataan, Sixaola, 28 Millas, Estrella Valley (Limon province)",Earthquake,Ground movement,47,10419,1991-0114
22/04/1991,22/04/1991,Panama,PAN,"Bocas Del Toro, Chiriqui",Earthquake,Ground movement,30,18060,1991-0114
29/04/1991,29/04/1991,Soviet Union,SUN,"Kutaisi, Dahava, Kraisi, Oni, Ambrolauri, Sachkhere, Chiatura (Georgia)",Earthquake,Ground movement,270,251500,1991-0117
15/06/1991,15/06/1991,Georgia,GEO,Dzhava-Tskhinvazli area,Earthquake,Ground movement,8,3740,1991-0122
20/06/1991,20/06/1991,Indonesia,IDN,Gorontalo area (Minahassa Peninsula),Earthquake,Ground movement,,1000,1991-0124
9/6/91,22/06/1991,Philippines (the),PHL,"Zambales, Pampanga, Olongapo, Tarlac (Luzon Isl.)",Volcanic activity,Ash fall,640,1036065,1991-0132
4/5/91,4/5/91,Soviet Union,SUN,"Near Angren (Uzbekistan), Khigiristan",Mass movement (dry),Landslide,50,,1991-0155
4/7/91,4/7/91,Indonesia,IDN,"Kalabahi (Alors district, Timor)",Earthquake,Ground movement,28,16191,1991-0165
24/07/1991,24/07/1991,Peru,PER,Maca Arequipa region,Earthquake,Ground movement,11,1535,1991-0173
28/06/1991,28/06/1991,United States of America (the),USA,Pasadena area (California),Earthquake,Ground movement,2,100,1991-0192
3/7/91,3/7/91,Comoros (the),COM,Grande Comore,Volcanic activity,Ash fall,,200,1991-0200
13/08/1991,13/08/1991,Chile,CHL,,Volcanic activity,Ash fall,,63200,1991-0212
3/6/91,8/6/91,Japan,JPN,Kyushu Island,Volcanic activity,Ash fall,43,10020,1991-0228
18/09/1991,18/09/1991,Guatemala,GTM,"Escuintla, Chimaltenango, Solola, Sacatepeguez",Earthquake,Ground movement,14,23890,1991-0230
27/07/1991,27/07/1991,Iraq,IRQ,Arbil Region,Earthquake,Ground movement,20,500,1991-0232
4/11/91,4/11/91,Iran (Islamic Republic of),IRN,Behbahan area,Earthquake,Ground movement,,1501,1991-0284
8/8/91,8/8/91,Costa Rica,CRI,San Vicente Pacaya (Escuintlia department),Volcanic activity,Ash fall,,,1991-0292
9/8/91,9/8/91,Costa Rica,CRI,San José,Earthquake,Ground movement,,150,1991-0293
20/10/1991,20/10/1991,India,IND,"Harsil (near Gangotri, Uttarkashi's Bhagirathi valley, Uttar Pradesh)",Earthquake,Ground movement,1500,54383,1991-0368
19/11/1991,19/11/1991,Colombia,COL,"Buenaventura, Cali (Choco Department)",Earthquake,Ground movement,2,867,1991-0390
2/12/91,2/12/91,Romania,ROU,Vouteg (Timis province),Earthquake,Ground movement,,4005,1991-0399
24/10/1991,24/10/1991,Indonesia,IDN,"Minahasa (Tomohon district, North Sulawesi)",Volcanic activity,Ash fall,,7679,1991-0417
18/04/1991,18/04/1991,Afghanistan,AFG,Keshim (Badakhshan province),Earthquake,Ground movement,24,,1991-0498
18/04/1991,18/04/1991,Soviet Union,SUN,Kabodyen district,Earthquake,Ground movement,1,5000,1991-0498
22/11/1991,22/11/1991,Yemen,YEM,"Jabal Bahr, Bani Zahir villages (Al-Udayn district, Hazm Al-Udein district, Ebb province)",Earthquake,Ground movement,10,40039,1991-0682
15/12/1991,15/12/1991,Italy,ITA,Zafferana,Volcanic activity,Ash fall,,7000,1991-0759
13/08/1991,13/08/1991,Argentina,ARG,Santa Cruz,Volcanic activity,Ash fall,,63200,1991-0765
4/5/91,4/5/91,Costa Rica,CRI,Limon area,Earthquake,Ground movement,,,1991-0773
4/5/91,4/5/91,Panama,PAN,"Changuinola, Almirante, Bocas del Toro area",Earthquake,Ground movement,,2036,1991-0773
18/07/1991,18/07/1991,Romania,ROU,Orosova area,Earthquake,Ground movement,,1845,1991-0774
1/1/92,7/2/92,Turkey,TUR,"Sirnak, Siirt, Elazig, Batman, Bingol, Diyarbakir, Hakkari, Tunceli provinces",Mass movement (dry),Avalanche,261,1069,1992-0010
19/01/1992,19/01/1992,Algeria,DZA,Ain-Defla,Earthquake,Ground movement,,2250,1992-0012
13/03/1992,13/03/1992,Turkey,TUR,Erzican province,Earthquake,Ground movement,653,348850,1992-0022
9/4/92,16/04/1992,Nicaragua,NIC,"Esteli, Madriz, Somotillo, Jinotega",Volcanic activity,Ash fall,1,300075,1992-0025
14/02/1992,14/02/1992,Philippines (the),PHL,Lake Taal (55 km South Manilla),Volcanic activity,Ash fall,,1578,1992-0030
28/08/1992,28/08/1992,Pakistan,PAK,Quetta,Earthquake,Ground movement,4,,1992-0058
11/9/92,11/9/92,Congo (the Democratic Republic of the),COD,Near Kabolo (Shaba province),Earthquake,Ground movement,9,311,1992-0064
25/05/1992,25/05/1992,Cuba,CUB,"Granma,Santiago de Cuba, Holguin, Las Tunas provinces",Earthquake,Ground movement,,5869,1992-0067
1/9/92,1/9/92,Nicaragua,NIC,"San Martin, San Juan Del Sur, Huehuete, Casares, La Boquita, Poneloya, Corinto, Masachapa, Pochomil",Earthquake,Ground movement,179,6179,1992-0079
19/08/1992,19/08/1992,Kyrgyzstan,KGZ,"Dshalal-Abad, Naryn, Talas regions (Near Kyrgyzstan/Chinese Border)",Earthquake,Ground movement,54,86806,1992-0081
22/05/1992,22/05/1992,Kyrgyzstan,KGZ,"Burgandi-Nookat (Osh, Djalalabad districts)",Earthquake,Ground movement,4,50000,1992-0082
13/04/1992,13/04/1992,Belgium,BEL,,Earthquake,Ground movement,,,1992-0093
13/04/1992,13/04/1992,Germany,DEU,"Heinsberg, Bonn, Koln (Western)",Earthquake,Ground movement,1,1525,1992-0093
13/04/1992,13/04/1992,Netherlands (the),NLD,Roermond,Earthquake,Ground movement,,20,1992-0093
8/1/92,8/1/92,Guatemala,GTM,,Volcanic activity,Ash fall,,5000,1992-0094
17/04/1992,17/04/1992,Japan,JPN,Shimabara (Kyushu Isl.),Volcanic activity,Ash fall,,40000,1992-0103
18/03/1992,18/03/1992,Tajikistan,TJK,,Mass movement (dry),Avalanche,12,,1992-0117
25/04/1992,25/04/1992,United States of America (the),USA,"Ferndale, Fortuna and Petrolia areas (North California)",Earthquake,Ground movement,,94,1992-0120
14/10/1992,14/10/1992,Papua New Guinea,PNG,Manam Isl.,Volcanic activity,Ash fall,,,1992-0146
12/10/92,12/10/92,Egypt,EGY,Near Fayoum (Cairo),Earthquake,Ground movement,552,92649,1992-0149
17/10/1992,17/10/1992,Colombia,COL,"(1) Murindo, Vigia del Fuerte, Gedeza, Bellaluz, Bebaremeno, Bellavista (Antioquia and Choco Province), (2) Murindo Apartado Medellin area, (3) San Pedro de Uraba",Earthquake,Ground movement,11,1635,1992-0151
12/12/92,12/12/92,Indonesia,IDN,"Sikka, East Flores, Ende, Ngada (Flores Isl.)",Earthquake,Ground movement,2500,92103,1992-0163
4/3/92,4/3/92,Iran (Islamic Republic of),IRN,Lordegan-Aradal area,Earthquake,Ground movement,5,4050,1992-0180
20/05/1992,20/05/1992,Afghanistan,AFG,,Earthquake,Ground movement,14,,1992-0202
20/05/1992,20/05/1992,Pakistan,PAK,"Peshawar, Kohat districts",Earthquake,Ground movement,36,2100,1992-0202
28/06/1992,28/06/1992,United States of America (the),USA,Landers California,Earthquake,Ground movement,1,300,1992-0215
15/05/1992,15/05/1992,Uzbekistan,UZB,Andizhan oblast,Earthquake,Ground movement,9,50000,1992-0236
4/2/92,4/2/92,Indonesia,IDN,"Brebes area (Java, Sulawesi)",Earthquake,Ground movement,,7501,1992-0247
2/2/92,2/2/92,Japan,JPN,Kanto area (Tokyo),Earthquake,Ground movement,,32,1992-0252
31/07/1992,31/07/1992,China,CHN,Lhasa prefecture (Tibet),Earthquake,Ground movement,,16000,1992-0256
12/8/92,12/8/92,China,CHN,Jijiagou (Shanxi province),Mass movement (dry),Landslide,49,,1992-0300
26/11/1992,26/11/1992,Russian Federation (the),RUS,Dagestan,Mass movement (dry),Avalanche,,1750,1992-0475
24/10/1992,24/10/1992,Georgia,GEO,Barisakho area,Earthquake,Ground movement,1,10,1992-0481
00/01/1992,00/01/1992,Uzbekistan,UZB,,Mass movement (dry),Landslide,1,400,1992-0497
22/04/1992,22/04/1992,United States of America (the),USA,South California,Earthquake,Ground movement,,32,1992-0554
6/2/93,19/03/1993,Philippines (the),PHL,"Ligao, Camalig, Guinobatan, Daraga, Legaspi (Albay province)",Volcanic activity,Ash fall,79,165009,1993-0008
22/06/1993,22/06/1993,Iran (Islamic Republic of),IRN,Gachsaran-Dogonbadan,Earthquake,Ground movement,24,4049,1993-0035
12/7/93,12/7/93,Japan,JPN,Okushiri Island (Hokkaido),Earthquake,Tsunami,239,7355,1993-0044
9/8/93,9/8/93,Guam,GUM,Tumon Bay area,Earthquake,Ground movement,,71,1993-0049
1/8/93,1/8/93,Sudan (the),SDN,Khartoum,Earthquake,Ground movement,3,15,1993-0056
29/09/1993,29/09/1993,India,IND,"Killari, Haegoan, Sostour, Holi (Latur and Osmanabad districts, Maharastra state)",Earthquake,Ground movement,9748,30000,1993-0074
13/10/1993,13/10/1993,Papua New Guinea,PNG,Goroka,Earthquake,Ground movement,53,20200,1993-0076
24/10/1993,24/10/1993,Mexico,MEX,Guerrero state,Earthquake,Ground movement,,,1993-0086
15/01/1993,15/01/1993,Japan,JPN,Near Kushiro (Hokkaido),Earthquake,Ground movement,2,10522,1993-0097
14/01/1993,14/01/1993,Colombia,COL,Narino Province,Volcanic activity,Ash fall,10,6,1993-0106
27/01/1993,27/01/1993,China,CHN,Yunnan province,Earthquake,Ground movement,,142146,1993-0108
21/01/1993,21/01/1993,Indonesia,IDN,Maluku Province,Volcanic activity,Ash fall,1,3012,1993-0109
25/01/1993,25/01/1993,Indonesia,IDN,Sangir Talaud Island,Volcanic activity,Ash fall,2,452,1993-0110
13/03/1993,13/03/1993,Wallis and Futuna,WLF,Futuna Isl.,Earthquake,Ground movement,5,20,1993-0134
27/03/1993,27/03/1993,Greece,GRC,Pyrgos-Amalias area,Earthquake,Ground movement,1,1516,1993-0136
18/04/1993,18/04/1993,Peru,PER,Lima region,Earthquake,Ground movement,6,145,1993-0144
23/06/1993,23/06/1993,Japan,JPN,Nagasaki,Volcanic activity,Ash fall,1,4930,1993-0175
10/7/93,10/7/93,Costa Rica,CRI,"Cartago, Turrialba",Earthquake,Ground movement,3,240,1993-0184
11/12/93,11/12/93,Malaysia,MYS,Kuala Lumpur,Mass movement (dry),Landslide,72,,1993-0227
18/12/1993,18/12/1993,Colombia,COL,Antioquia Province,Mass movement (dry),Landslide,75,2411,1993-0233
14/12/1993,14/12/1993,Egypt,EGY,Mokattam (Cairo),Mass movement (dry),Subsidence,34,300,1993-0345
00/03/1993,00/03/1993,Afghanistan,AFG,Salang district (Parwan province),Mass movement (dry),Avalanche,100,,1993-0419
21/09/1993,21/09/1993,United States of America (the),USA,Klamath Falls (Oregon),Earthquake,Ground movement,2,3000,1993-0480
22/07/1993,22/07/1993,Colombia,COL,"Arauca, Puerto Rondon, Puerto Colombia",Earthquake,Ground movement,2,3071,1993-0490
19/04/1993,19/04/1993,Chile,CHL,,Volcanic activity,Ash fall,6,350,1993-0502
00/00/1993,00/00/1993,Russian Federation (the),RUS,,Mass movement (dry),Avalanche,60,,1993-0526
27/01/1993,27/01/1993,Iran (Islamic Republic of),IRN,Nehbandan area,Earthquake,Ground movement,,1003,1993-0578
14/07/1993,14/07/1993,Greece,GRC,Patras,Earthquake,Ground movement,,605,1993-0579
20/10/1993,20/10/1993,Nepal,NPL,Northwestern,Earthquake,Ground movement,,285,1993-0580
12/11/93,12/11/93,India,IND,Latur area,Earthquake,Ground movement,,525,1993-0581
30/11/1993,30/11/1993,China,CHN,Shufu area,Earthquake,Ground movement,,504,1993-0582
17/01/1994,17/01/1994,United States of America (the),USA,"Los Angeles, Ventura, Orange, San Bernardino Counties (California)",Earthquake,Ground movement,60,27000,1994-0002
21/01/1994,21/01/1994,Indonesia,IDN,(1) Irian Jaya region(2) Halmahera,Earthquake,Ground movement,7,200040,1994-0006
16/02/1994,16/02/1994,Indonesia,IDN,"Liwa, Lampung Province (South Sumatra), Balikbukit, Belalau, Sumberjaya",Earthquake,Ground movement,207,49399,1994-0007
3/2/94,3/2/94,Indonesia,IDN,Eastern Java,Volcanic activity,Ash fall,7,2000,1994-0025
23/02/1994,23/02/1994,Iran (Islamic Republic of),IRN,Sefid Abeh (Sistan Region),Earthquake,Ground movement,9,1500,1994-0040
1/3/94,1/3/94,Iran (Islamic Republic of),IRN,"Firuzabad, Meymand (Fars Province)",Earthquake,Ground movement,3,15041,1994-0041
6/2/94,6/2/94,Uganda,UGA,"Port Portal, Kabarole, Bund Ibugyo, Kases districts",Earthquake,Ground movement,7,50000,1994-0051
1/5/94,1/5/94,Afghanistan,AFG,"Termez, Depth Shallow, Balkh and Jowzan Provinces, Mazar-I-Sharif District",Earthquake,Ground movement,160,100330,1994-0057
9/6/94,9/6/94,Bolivia (Plurinational State of),BOL,"Arequipa, Cuzco provinces",Earthquake,Ground movement,5,,1994-0058
6/6/94,6/6/94,Colombia,COL,"Toez, Irlanda, Belalcazar, Mosoco, Monte Cruz, La Cruz, San Jose Cabuya (Cauca Department and Huila Department)",Earthquake,Ground movement,271,37416,1994-0059
2/6/94,2/6/94,Indonesia,IDN,"Purwoharjo, Sarongan, Tegaldlimo, Banyuwangi (South Java)",Earthquake,Ground movement,239,8720,1994-0062
20/06/1994,20/06/1994,Iran (Islamic Republic of),IRN,Shiraz (Fars province),Earthquake,Ground movement,2,100,1994-0070
13/08/1994,13/08/1994,Vanuatu,VUT,Malakula Isl.,Earthquake,Ground movement,,,1994-0076
22/07/1994,22/07/1994,Mexico,MEX,Jalisco State,Volcanic activity,Ash fall,,700,1994-0169
18/08/1994,18/08/1994,Algeria,DZA,Mascara province,Earthquake,Ground movement,171,12789,1994-0196
19/09/1994,19/09/1994,Papua New Guinea,PNG,Eastern New Britain,Volcanic activity,Ash fall,5,152002,1994-0212
15/09/1994,15/09/1994,China,CHN,"Fujian, Guandong provinces (China) Peng-hu (Taiwan)",Earthquake,Ground movement,1,500,1994-0307
28/12/1994,28/12/1994,Japan,JPN,Hachinohe (North-East Honshu),Earthquake,Ground movement,2,285,1994-0316
4/10/94,4/10/94,Russian Federation (the),RUS,"Iturup, Kunashir, Shikotan, Kuril Isl.",Earthquake,Ground movement,11,2342,1994-0342
4/10/94,4/10/94,Japan,JPN,East coast of Hokaido Isl.,Earthquake,Ground movement,5,1500,1994-0343
9/10/94,9/10/94,Indonesia,IDN,North Maluku (Obi Isl.),Earthquake,Ground movement,1,2437,1994-0513
3/11/94,3/11/94,Indonesia,IDN,Lombok (West Nusa Tenggara province),Volcanic activity,Ash fall,31,,1994-0514
22/11/1994,00/12/1994,Indonesia,IDN,Java Isl.,Volcanic activity,Ash fall,58,2722,1994-0515
15/11/1994,15/11/1994,Philippines (the),PHL,"Mindoro, Luzon",Earthquake,Ground movement,81,270866,1994-0518
21/12/1994,21/12/1994,Mexico,MEX,Puebla State,Volcanic activity,Ash fall,,75000,1994-0595
26/12/1994,26/12/1994,United States of America (the),USA,Eureka,Earthquake,Ground movement,,225,1994-0599
31/12/1994,31/12/1994,China,CHN,"Guangxi, Gungdong provinces",Earthquake,Ground movement,,5860,1994-0600
6/8/94,6/8/94,Australia,AUS,"Cessnock, Hunter Valley",Earthquake,Ground movement,,5025,1994-0642
20/11/1994,20/11/1994,Indonesia,IDN,"Maluki, Irian Jaya, North Sumatra, Denpasar",Earthquake,Ground movement,,67,1994-0652
3/1/94,3/1/94,China,CHN,Gonghe area (Qinghai),Earthquake,Ground movement,,285,1994-0767
13/05/1994,13/05/1994,Philippines (the),PHL,Oro area (Mindanao),Earthquake,Ground movement,,218,1994-0768
19/01/1995,19/01/1995,Colombia,COL,"Boyaca Province, Casanare Department",Earthquake,Ground movement,7,2845,1995-0015
17/01/1995,17/01/1995,Japan,JPN,"Kobe, Osaka, Hyigo, Kyoto prefecture",Earthquake,Ground movement,5297,541636,1995-0016
8/2/95,8/2/95,Colombia,COL,Pereira,Earthquake,Ground movement,40,15097,1995-0030
23/02/1995,23/02/1995,Cyprus,CYP,"Paphos, Nicosia areas",Earthquake,Ground movement,2,1865,1995-0034
26/03/1995,26/03/1995,Ecuador,ECU,Quevedo,Earthquake,Ground movement,1,85,1995-0047
3/4/95,00/05/1995,Cabo Verde,CPV,Fogo Island,Volcanic activity,Ash fall,,6306,1995-0052
4/3/95,4/3/95,Colombia,COL,Pasto area,Earthquake,Ground movement,8,259,1995-0054
