startDate,endDate,countryName,ISO,location,disasterType,disasterSubtype,totalDeaths,totalAffected,disasterID
00/12/1999,00/00/2002,Kenya,KEN,"Nyandarua, Nyeri districts (Central province), Kilifi, Kwale, Lamu, Taita Taveta, Tana River districts (Coast province), Isiolo, Kitui, Machakos, Makueni, Marsabit, Mbeere, Moyale, Mwingi, Tharaka districts (Eastern province), Garissa, Mandera, Wajir districts (North Eastern province), Baringo, Kajiado, Keiyo, Laikipia, Marakwet, Samburu, Trans Mara, Turkana, West Pokot districts (Rift Valley province)",Drought,Drought,85,23000000,1999-9388
00/11/1999,00/00/2000,Rwanda,RWA,"Umutura village (Rubavu district, West/Iburengerazuba province), Kibungo village (Ngoma district, East/Iburasirazuba province), Gitamara village (Muhanga district, South/Amajyepfo province), Butare village (Huye district, South/Amajyepfo province), Gikongoro village (Nyamagabe district, South/Amajyepfo province), Kigali City/Umujyi wa Kigali province",Drought,Drought,,894545,1999-9388
00/01/2000,00/00/2001,Somalia,SOM,"Ceel Barde, Rab Dhuure, Tayeeglow, Xudur districts (Bakool province), Garbahaarey, Baardheere districts (Gedo province), Bay, Hiraan provinces",Drought,Drought,21,1200000,1999-9388
3/6/16,3/6/16,South Sudan,SSD,"Eastern Equatoria, Jonglei, Northern Bahr El Ghazal, Western Bahr El Ghazal provinces",Drought,Drought,,,1999-9388
00/01/2000,00/00/2001,Sudan (the),SDN,"Northern Darfur, Northern Kordofan, Red Sea provinces",Drought,Drought,,2000000,1999-9388
00/08/1999,00/00/2001,Uganda,UGA,"Abim, Amudat, Kaabong, Kotido, Moroto, Nakapiripirit, Napak provinces",Drought,Drought,115,700000,1999-9388
00/01/1999,00/04/1999,Mauritius,MUS,Nationwide,Drought,Drought,,,1999-9629
15/01/2000,19/01/2000,South Africa,ZAF,"City of Capta Town Metropolitan Municipality (Western Cape province, Cape Town region)",Wildfire,"Land fire (Brush, Bush, Pastur",,1250,2000-0017
00/02/2000,00/02/2000,Ethiopia,ETH,"Bale, Borena districts (Oromia province) Wondo genet city (Sidama district, SNNPR province)",Wildfire,Forest fire,,5,2000-0104
00/02/2000,00/02/2000,Indonesia,IDN,"Riau province (Sumatra Isl.), Kalimatan Barat, Kalimatan Tengah provinces (Borneo Isl.)",Wildfire,Forest fire,,,2000-0117
5/4/00,5/4/00,Turkey,TUR,"Bursa, Canakkale, Balikesir provinces",Wildfire,Forest fire,,350,2000-0188
6/4/00,6/4/00,Korea (the Republic of),KOR,"Kangnung, Tonghae, Samchok cities (Kang-won-do province)",Wildfire,Forest fire,2,855,2000-0194
00/07/2000,00/07/2000,Russian Federation (the),RUS,Koryakskiy Okrug province,Wildfire,Forest fire,,,2000-0218
00/05/2000,00/05/2000,Russian Federation (the),RUS,"Buryatiya Rep., Irkutskaya Oblast, Chitinskaya Oblast, Aginskiy Buryatskiy A. Okrug provinces",Wildfire,Forest fire,,,2000-0231
00/07/2000,00/07/2000,Russian Federation (the),RUS,"Komi Rep., Arkhangelskaya Oblast provinces",Wildfire,Forest fire,,,2000-0295
13/06/2000,13/06/2000,Cyprus,CYP,Larnaca province,Wildfire,Forest fire,,,2000-0329
1/7/00,1/7/00,Bulgaria,BGR,"Haskovo, Jambol, Burgas, Stara Zagora, Plovdiv provinces",Wildfire,Forest fire,7,167,2000-0407
00/07/2000,00/07/2000,Greece,GRC,"Samos island (Samou district, Voreio Aigaio province), Agioi Theodoroi, Kiato, Korinthias areas (Korinthias district, Peloponnisos province), Diakofto area (Achaias district, Dytiki Ellada province), Thassos island (Kavalas district, Anatoliki Makedonia Kai Thraki province), Chios island (Chiou district, Voreio Aigaio province), Mandra area (Attikis district, Attiki province), Rhode island (Dodekanisou district, Notio Aigaio province), Sterea Ellada, Thessalia provinces",Wildfire,Forest fire,2,102,2000-0455
00/06/2000,00/06/2000,Russian Federation (the),RUS,Khabarovskiy Kray province,Wildfire,Forest fire,,,2000-0514
00/10/2000,00/10/2000,Slovakia,SVK,"Near Hrabusice city, Spisska Nova Ves district (Kosice province)",Wildfire,Forest fire,6,,2000-0523
00/08/2000,00/08/2000,Croatia,HRV,"Split, Omis cities (Split-dalmatija province), Slano, Metkovic cities (Dubrovnik-neretva province)",Wildfire,Forest fire,1,,2000-0528
24/08/2000,24/08/2000,Greece,GRC,"Ipeiros province, Arkadias district (Peloponnisos province), Corfu city (Kerkyras district, Ionioi Nisoi province)",Wildfire,Forest fire,7,7,2000-0529
00/07/2000,00/07/2000,Turkey,TUR,"Karacahisar, Boncuklu, Vakifli city (Soma district, Manisa province), Canakkale province",Wildfire,Forest fire,,,2000-0552
19/06/2000,19/06/2000,Russian Federation (the),RUS,"Amurskaya Oblast, Khabarovskiy Kray, Primorskiy Kray, Yevreyskaya A. Oblast provinces (Amour region)",Wildfire,Forest fire,,,2000-0553
00/00/2000,00/00/2000,Spain,ESP,"Galicia, Castilla y Leon, Cataluna/Catalunya provinces",Wildfire,Forest fire,,,2000-0580
00/08/2000,00/08/2000,Serbia Montenegro,SCG,"Mojkovac, Pljevlja, Pluzine, Savnik, Zabljak provinces (Durmitor Massif, Piva River and Tara River in Pluzine province), Danilovgrad, Berane provinces, Bar, Budva, Cetinje, Herceg Novi, Kotor, Tivat, Ulcinj provinces (Adriatic coast) (Montenegro)",Wildfire,Forest fire,,12,2000-0633
00/08/2000,00/08/2000,Macedonia (the former Yugoslav Republic of),MKD,"Berovo, Bitola, Brod, Debar, Delcevo, Demir Hisar, Gevgelija, Gostivar, Kavadarci, Kicevo, Kocani, Kratovo, Kriva Palanka, Krusevo, Kumanovo, Negotino, Ohrid, Prilep, Probistip, Radovic, Resen, Skopje, Stip, Struga, Strumica, Sveti Nikole, Tetovo, Valandovo, Veles, Vinica provinces",Wildfire,Forest fire,,,2000-0639
00/10/2000,00/10/2000,Australia,AUS,"Ashfield (A), Auburn (C), Bankstown (C), Botany Bay (C), Burwood (A), Canada Bay (A), Canterbury (C), Holroyd (C), Hunters Hill (A), Hurstville (C), Kogarah (C), Ku-ring-gai (A), Lane Cove (A), Leichhardt (A), Manly (A), Marrickville (A), Mosman (A), North Sydney (A), Parramatta (C), Pittwater (A), Randwick (C), Rockdale (C), Ryde (C), Strathfield (A), Sutherland Shire (A), Sydney (C), Warringah (A), Waverley (A), Willoughby (C), Woollahra (A) districts (New South Wales province)",Wildfire,"Land fire (Brush, Bush, Pastur",,200,2000-0659
00/03/2000,00/00/2000,Cyprus,CYP,"Famgusta, Kyrenia, Larnaca, Limassol, Nicosia, Paphos provinces",Drought,Drought,,,2000-9173
00/05/2000,00/00/2002,Afghanistan,AFG,"Kandahar, Hilmand, Nimroz, Zabul, Uruzgan provinces (south-west), Hirat, Farah, Badghis provinces (west), Paktika, Khost, Ghazni provinces (south), Baghlan, Kunduz, Takhar, Badakhshan provinces (north-east)",Drought,Drought,37,2580000,2000-9186
00/05/2000,00/00/2001,Tajikistan,TJK,"Kabodien, Shaartuskiy, Jilikul, Ghozimalik, Kumsangirskiy, Piynjskiy districts (Khatlon province), Gorno Badakhshan Autonomous Oblast (Badakhshoni Kuni province), Leninabad Oblast (Sogd province)",Drought,Drought,,3000000,2000-9186
00/04/2000,00/00/2001,India,IND,"New Delhi city (Delhi province), Gujarat, Rajasthan, Madhya Prasdesh, Andhra Pradesh, Orissa, Maharashtra provinces",Drought,Drought,20,50000000,2000-9222
00/04/2000,00/00/2000,China,CHN,"Jilin Sheng, Jiangxi Sheng, Anhui Sheng provinces",Drought,Drought,,15000000,2000-9267
00/06/2000,00/00/2000,Madagascar,MDG,"Ambovombe-Androy, Bekily, Beloha, Tsihombe districts (Androy province), Amboasary-Atsimo ditrict (Anosy province), Ampanihy Ouest district (Atsimo Andrefana province), Ambatatondraza, Amparafaravola, Andilamena, district (Alaotra Mangoro province), Vatomandry, Marolambo, Antanambao Manamposty districts (Atsinanana province), Antsirabe I, Antsirable II, Faratsiho, Antanifotsy, Betafo districts (Vakinankaratra province)",Drought,Drought,,231290,2000-9309
00/05/2000,00/06/2000,Moldova (the Republic of),MDA,"Balti, Cahul, Chisinau, Dubasari, Edinet, Gagauzia, Lapusna, Orhei, Soroca, Tighina, Ungheni provinces",Drought,Drought,2,,2000-9318
00/08/2000,00/00/2000,Jordan,JOR,"Ajloon, Amman, Aqaba, Balqa, Irbid, Jarash, Karak, Ma'an, Madaba, Mafraq, Tafiela, Zarqa provinces",Drought,Drought,,150000,2000-9327
00/06/2000,00/00/2000,Romania,ROU,"Dolj, Mehedinti, Teleorman, Olt, Constanta, Braila, Vaslui, Botosani provinces",Drought,Drought,,,2000-9328
00/08/2000,00/08/2001,Uzbekistan,UZB,"Karakalpakstan, Khorezm provinces",Drought,Drought,,600000,2000-9494
00/06/2000,00/00/2000,Armenia,ARM,"Ararat, Armavir, Gergharkunik, Aragatsotn, Shirak, Kotayk, Tavush, Lori provinces",Drought,Drought,,297000,2000-9495
00/10/2000,00/00/2000,Azerbaijan,AZE,"Absheron, Aran, Daghlig Shirvan, Ganja-Gazakh, Guba-Khachmaz, Kalbajar-Lachin, Lankaran, Nakhchivan, Shaki-Zaqatala, Yukhari Garabakh provinces",Drought,Drought,,,2000-9495
00/08/2000,00/00/2001,Georgia,GEO,"Kakheti, Kvemo Kartli, Samtskhe-Javakheti, Mtskheta-Mtianeti, Shida Kartli, Imereti provinces",Drought,Drought,,696000,2000-9495
00/08/2000,00/00/2000,China,CHN,Nei Mongol Zizhiqu province,Drought,Drought,,5000000,2000-9531
00/08/2000,00/00/2000,Bosnia and Herzegovina,BIH,"Federacija Bosne I Hercegovine, Republika Srpska provinces",Drought,Drought,,,2000-9537
00/02/2000,00/00/2002,Mongolia,MNG,"Guulin town (Delger district, Govi-Altai province), Galshir district (Xentii province), Ider district (Zavxan province), Mo'st, Manxan, Bulgan, U'yench district (Xovd province), Bugat, Jargalan districts (Govi-Altai province), Bogd, Jinst, Baacagaan, Bayan-O'ndor districts (Bayanxongor province), Bayandelger, Tu'vshinshiree, Uulbayan, Asgat districts (Su'xbaatar province), Dornogovi, Dundgovi, O'mnogovi provinces",Drought,Drought,,450000,2000-9604
00/09/2000,00/00/2000,China,CHN,Guangdong Sheng province,Drought,Drought,,,2000-9626
00/03/2000,00/00/2001,Bulgaria,BGR,,Drought,Drought,,,2000-9788
4/9/01,4/9/01,South Africa,ZAF,"Elhanzeni District Municipality, Mopani District Municipality, Vhelbe District Municipality",Wildfire,"Land fire (Brush, Bush, Pastur",20,,2001-0500
00/08/2001,00/08/2001,Bulgaria,BGR,"Blagoevgrad, Haskovo, Kardzhali, Smoljan provinces",Wildfire,Forest fire,,,2001-0504
6/9/01,6/9/01,South Africa,ZAF,Kwazulu-Natal province,Wildfire,"Land fire (Brush, Bush, Pastur",11,,2001-0508
00/09/2001,00/09/2001,Portugal,PRT,"Guarda, Vila Real, Viseu provinces",Wildfire,Forest fire,,,2001-0558
1/10/01,1/10/01,Russian Federation (the),RUS,Khabarovskiy Kray province,Wildfire,Forest fire,,,2001-0575
00/10/2001,00/10/2001,Australia,AUS,New South Wales province,Wildfire,"Land fire (Brush, Bush, Pastur",,,2001-0655
25/12/2001,16/01/2002,Australia,AUS,"Sydney (Ashfield (A), Auburn (C), Bankstown (C), Botany Bay (C), Burwood (A), Canada Bay (A), Canterbury (C), Holroyd (C), Hunters Hill (A), Hurstville (C), Kogarah (C), Ku-ring-gai (A), Lane Cove (A), Leichhardt (A), Manly (A), Marrickville (A), Mosman (A), North Sydney (A), Parramatta (C), Pittwater (A), Randwick (C), Rockdale (C), Ryde (C), Strathfield (A), Sutherland Shire (A), Sydney (C), Warringah (A), Waverley (A), Willoughby (C), Woollahra (A) districts, New South Wales province), Canberra (Unincorporated ACT district, Australian Capital Territory province)",Wildfire,"Land fire (Brush, Bush, Pastur",,4400,2001-0699
00/05/2001,00/05/2001,Russian Federation (the),RUS,"Khabarovskiy Kray, Tyva Rep., Khakasiya Rep., Chitinskaya Oblast, Aginskiy Buryatskiy A. Okrug, Krasnoyarskiy Kray provinces",Wildfire,Forest fire,,,2001-0747
00/04/2001,00/00/2001,Burkina Faso,BFA,Plateau Central province,Drought,Drought,,,2001-9044
00/01/2001,00/00/2001,Chad,TCD,"Guera, Biltine, Ouaddaï, Assongha, Batha-Est, Batha-ouest provinces",Drought,Drought,,800000,2001-9044
00/04/2001,00/00/2001,Mali,MLI,"Bamako, Gao, Kayes, Koulikoro, Mopti, Segou, Sikasso provinces, Dire, Gourma-Rharous, Niafunke districts (Tombouctou province) (South/Sahel region)",Drought,Drought,,,2001-9044
00/04/2001,00/00/2002,Niger (the),NER,"Ibanka, Rouafi I, Rouafi II, Chinagamane villages (Filingue district, Tillaberi province), Sabara I (Dogondoutchi district, Dosso province), Sabara II (Niamey province), Ayawa (Ouallam district, Tillaberi province), Kabefo (Tillaberi district, Tillaberi province), Dinkihmi villages (not found).",Drought,Drought,,3584558,2001-9044
00/01/2001,00/00/2001,Mozambique,MOZ,Inhambane province,Drought,Drought,,100000,2001-9048
00/01/2001,00/00/2001,Cameroon,CMR,Nord province,Drought,Drought,,,2001-9067
00/03/2002,00/00/2002,Mozambique,MOZ,"Maputo, Gaza, Inhambane, Sofala, Tete, Zambezia provinces",Drought,Drought,9,600000,2001-9122
00/00/2001,00/00/2004,Swaziland,SWZ,"Lomahasha, Lugongolweni, Tikhuba districts (Lubombo province), Madlangampisi, Mhlangatane, Ndzingeni districts (Hhohho province), Dvokodvweni, Hlane, Lubuli, Mhlume, Mpolonjeni, Nkilongo, Siphofaneni, Sithobela districts (Lubombo province), Mafutseni, Mkhiweni districts (Manzini province), Lavumisa, Matsanjeni, Sigwe districts (Shiselweni province), Lobamba, Mayiwane, Ntfonjeni, Timpisini districts (Hhohho province), Kuhanyeni, Kwaluseni, Ludzeludze, Mahlanya, Manzini, Mthongwaneni, Nhlambeni districts (Manzini province), Hosea, Kubuta, Maseyisini, Mbangweni, Mtsambama, Sandleni, Shiselweni 1, Zombodze districts (Shiselweni province)",Drought,Drought,,970000,2001-9122
00/03/2001,00/00/2003,Zimbabwe,ZWE,"Kwekwe, Gokwe South, Zvishavane, Shurugwi, Gweru, Mberengwa, Gokwe North districts (Midlands province), Mvuma city (Chirumhanzu district, Midlands province), Chipinge district (Manicaland province), Gwanda, Umzingwane, Matobo districts (Matabeleland South province), Chiredzi, Chivi, Masvingo districts (Masvingo province), Hwange, Tsholotsho districts (Matabeleland North province), Kariba district (Mashonaland West province), Guruve district (Mashonaland Central province)",Drought,Drought,,6000000,2001-9122
00/02/2001,00/00/2001,China,CHN,Nei Mongol Zizhiqu province,Drought,Drought,,530000,2001-9149
00/01/2001,00/00/2001,Angola,AGO,Cuanza Sul province,Drought,Drought,58,,2001-9152
00/03/2001,00/00/2001,China,CHN,"Sichuan Sheng, Yunnan Sheng provinces",Drought,Drought,,15800000,2001-9218
00/06/2001,00/00/2001,Korea (the Republic of),KOR,"Cheju-do, Chollabuk-do, Chollanam-do, Chungchongbuk-do, Chungchongnam-do, Inchon, Kang-won-do, Kwangju, Kyonggi-do, Kyongsangbuk-do, Kyongsangnam-do, Pusan, Seoul, Taegu, Taejon provinces",Drought,Drought,,,2001-9398
00/04/2001,00/00/2003,Mauritania,MRT,"Assaba, Brakna, Gorgol, Tagant, Nouackchott, Inchiri, Adrar, Hodh el Gharbi, Hodh ech Chargi, Tiris-Zemmour, Dakhlet-Nouadhibou provinces",Drought,Drought,,1000000,2001-9409
00/09/2001,00/00/2002,Sri Lanka,LKA,"Hambantota district (Southern province), Kurunegala, Puttalam districts (North Western provinces), Ratnapura district (Sabaragamuwa province), Moneragala, Badulla districts (Uva province), Ampara district (Eastern province)",Drought,Drought,,1000000,2001-9498
00/09/2001,00/00/2001,Cambodia,KHM,"Kampong Cham, Kampong Chhnang, Kampong Speu, Kampong Thom, Kampot, Kandal, Kep, Koh Kong, Kratie, Phnom Penh, Preah Sihanouk, Prey Veng, Pursat, Svay Rieng, Takeo provinces",Drought,Drought,,300000,2001-9525
00/01/2001,00/00/2001,Namibia,NAM,"Otjovanatje, Otjorute, Okapundja, Otjekwa, Okaurukwa locations (Ruacana district, Omusati province)",Drought,Drought,,,2001-9854
30/01/2002,30/01/2002,Central African Republic,CAF,"Yaloké district (Ombella M'Poko province), Bria district (Haute-Kotto province)",Wildfire,Forest fire,1,750,2002-0052
22/03/2002,22/03/2002,Japan,JPN,"Matsumoto city (Nagano province), Tookyoo province",Wildfire,Forest fire,,222,2002-0181
24/03/2002,12/4/02,Viet Nam,VNM,"U Minh Thuong National Park (Kien Giang province), U Minh Ha (Ca Mau province)",Wildfire,Forest fire,,,2002-0197
11/5/02,11/5/02,Russian Federation (the),RUS,"Irkutskaya Oblast, Khabarovskiy Kray provinces",Wildfire,Forest fire,,120,2002-0279
00/06/2002,00/06/2002,Iran (Islamic Republic of),IRN,Fars province,Wildfire,"Land fire (Brush, Bush, Pastur",,,2002-0363
00/07/2002,00/07/2002,South Africa,ZAF,"Eastern Cape, Mpumalanga provinces",Wildfire,"Land fire (Brush, Bush, Pastur",3,1500,2002-0416
00/07/2002,00/07/2002,Russian Federation (the),RUS,"Sakha Rep., Chukotskiy Okrug provinces",Wildfire,Forest fire,,,2002-0469
00/07/2002,00/07/2002,Russian Federation (the),RUS,"Shatura, Dmitrov, Balashikha, Noginsk, Pavlovo-Posad cities (Moskovskaya Oblast province)",Wildfire,Forest fire,,,2002-0565
00/08/2002,00/08/2002,Indonesia,IDN,"Kalimatan Barat, Kalimatan Tengah provinces (Borneo Isl.), Riau province (Sumatra Isl.)",Wildfire,Forest fire,,200,2002-0615
8/10/02,6/12/02,Australia,AUS,"Sydney (Ashfield (A), Auburn (C), Bankstown (C), Botany Bay (C), Burwood (A), Canada Bay (A), Canterbury (C), Holroyd (C), Hunters Hill (A), Hurstville (C), Kogarah (C), Ku-ring-gai (A), Lane Cove (A), Leichhardt (A), Manly (A), Marrickville (A), Mosman (A), North Sydney (A), Parramatta (C), Pittwater (A), Randwick (C), Rockdale (C), Ryde (C), Strathfield (A), Sutherland Shire (A), Sydney (C), Warringah (A), Waverley (A), Willoughby (C), Woollahra (A) districts, New South Wales province)",Wildfire,"Land fire (Brush, Bush, Pastur",2,244,2002-0765
00/07/2002,00/00/2003,Namibia,NAM,"Otjozondjupa, Oshikoto, Oshana, Omusati, Ohangwena, Kunene, Kavango, Caprivi provinces (North)",Drought,Drought,,345000,2002-9022
00/02/2002,00/00/2002,Malawi,MWI,"Balaka, Blantyre, Chikwawa, Machinga, Mangochi, Mulanje, Nsanje, Phalombe, Thyolo, Zomba districts (Southern Region Province)",Drought,Drought,500,2829435,2002-9124
00/05/2002,00/00/2002,Viet Nam,VNM,"An Giang, Kien Giang, Long An provinces",Drought,Drought,,1300000,2002-9132
00/02/2002,00/00/2002,Thailand,THA,"Nakhon Sawan, Udon Thani, Khon Kaen, Satun, Phrae, Loei, Kalasin, Sukhothai, Nakhon Ratchasima provinces",Drought,Drought,,5000000,2002-9158
00/03/2002,00/03/2002,Philippines (the),PHL,"Pangasinan, La Union, Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province)",Drought,Drought,,,2002-9164
00/04/2002,00/00/2002,China,CHN,"Guangdong Sheng, Fujian Sheng, Guangxi Zhuangzu Zizhiqu provinces",Drought,Drought,,60000000,2002-9203
00/05/2002,00/00/2002,Italy,ITA,"Sicilia, Basilicata, Puglia, Sardegna provinces",Drought,Drought,,,2002-9298
00/05/2002,00/05/2002,Guinea-Bissau,GNB,"All country: Gabu, Bafata (mainly affected provinces in North-eastern), Biombo, Bolama/bijagos, Cacheu, Oio, Quinara, Sector Autonomo De Bissau, Tombali provinces",Drought,Drought,,100000,2002-9332
00/04/2002,00/00/2003,Lesotho,LSO,"Qacha's Nek, Quthing, Mohale's Hoek provinces",Drought,Drought,,500000,2002-9333
00/07/2002,00/00/2002,India,IND,"Uttar Pradesh, Madhya Pradesh, Rajasthan, Punjab, Haryana, Delhi, Karnataka, Kerala, Nagaland, Orissa, Chhattisgarh, Himachal Pradesh, Gujarat, Maharashtra, Andhra Pradesh, Tamil Nadu provinces",Drought,Drought,,300000000,2002-9349
00/06/2002,00/00/2002,Cabo Verde,CPV,"Santiago, Santo Antao Provinces",Drought,Drought,,30000,2002-9398
00/01/2002,00/07/2002,Cambodia,KHM,"Takeo, Kampot, Kampong Speu, Kampong Chhnang, Kandal, Prey Veng, Phnom Penh,Otdar Meanchey, Banteay Meanchey, Pursat, Battambang provinces",Drought,Drought,,650000,2002-9485
00/08/2002,00/00/2002,Senegal,SEN,"NO DATA: all country was selected: Dakar, Diourbel, Fatick, Kaffrine, Kaolack, Kedougou, Kolda, Louga, Matam, Saint Louis, Sedhiou, Tambacounda, Thies, Ziguinchor provinces",Drought,Drought,,284000,2002-9487
00/05/2002,00/00/2002,Gambia (the),GMB,"NO DATA: all country selected: Central River, Kanifing Municipal Council, Lower River, North Bank, Upper River, West Coast provinces",Drought,Drought,,,2002-9535
00/09/2002,00/00/2002,China,CHN,Hebei Sheng province,Drought,Drought,,900000,2002-9564
00/04/2002,00/11/2002,Australia,AUS,"Queensland, New South Wales provinces",Drought,Drought,,,2002-9611
00/11/2002,00/00/2004,Madagascar,MDG,"Amoron I Mania, Androy, Anosy, Atsimo Andrefana, Atsimo Atsinanana, Haute Matsiatra, Ihorombe, Menabe, Vatovavy Fitovinany provinces (South regions)",Drought,Drought,,600000,2002-9707
00/06/2002,00/00/2002,Uganda,UGA,"Kaabong, Kotido, Abim, Moroto, Nakapiripirit provinces (Karamoja region)",Drought,Drought,79,655000,2002-9852
1/6/02,30/10/2002,China,CHN,Shandong Sheng province,Drought,Drought,,3660000,2002-9854
8/1/03,18/02/2003,Australia,AUS,"Canberra region (Unincorporated ACT district, Australian Capital Territory province)",Wildfire,Forest fire,4,2650,2003-0030
00/04/2003,00/07/2003,Russian Federation (the),RUS,"Chitinskaya Oblast, Aginskiy Buryatskiy A. Okrug, Buryatiya Rep. provinces",Wildfire,Forest fire,,,2003-0198
00/04/2003,00/04/2003,China,CHN,"Mangui village (Hulunbuir district, Nei Mongol Zizhiqu province), Heilongjiang Sheng, Yunnan Sheng provinces",Wildfire,Forest fire,,300,2003-0202
18/07/2003,23/07/2003,Croatia,HRV,"Dubrovnik-neretva, Lika-Senj provinces",Wildfire,Forest fire,,,2003-0347
28/07/2003,30/07/2003,France,FRA,"Massif des Maures mountain (Var district, Provence-Alpes-Cote-d'Azur province)",Wildfire,Forest fire,5,3004,2003-0365
00/01/2003,00/08/2003,Spain,ESP,"Cuenca district (Castilla-La Mancha province), Huelva district (Andalucia province), Caseres, Badajoz districts (Extremadura province)",Wildfire,Forest fire,5,200,2003-0372
00/08/2003,00/09/2003,Portugal,PRT,"Braganca, Viseu, Viana do Castelo, Guarda, Castelo Branco, Portalegre, Santarem, Leira, Porto, Braga provinces, Amials de Cima city (in Pernes, Chamusca district, Santarem province), Vale de Serra city (Torres Novas district, Santarem province)",Wildfire,Forest fire,14,150000,2003-0376
00/01/2003,00/01/2003,Mozambique,MOZ,"Magoe, Zumbu, Cahora Bassa, Changara, Moatize, Chiuta, Mutarara districts (Tete province)",Drought,Drought,9,119500,2003-9035
00/01/2003,00/01/2003,China,CHN,Nei Mongol Zizhiqu province,Drought,Drought,,48000000,2003-9064
00/07/2003,00/00/2003,China,CHN,"Hunan Sheng, Jiangxi Sheng, Zhejiang Sheng, Fujian Sheng provinces",Drought,Drought,,3000000,2003-9360
00/09/2003,00/00/2004,Burundi,BDI,"Kirundo, Muyinga, Ngozi, Kayanza, Muramvya, Bujumbura Rural, Ruyigi, Gitega, Bubanza, Makamba provinces",Drought,Drought,,,2003-9651
00/03/2003,00/00/2007,Rwanda,RWA,"Gatsibo, Nyagatare, Bugesera district (East/Iburasirazuba province), Kibungo city (Ngoma district, East/Iburasirazuba province), Gisagara, Huye, Nyanza, Nyamagabe, Nyaruguru, Kamonyi, Muhanga, Ruhango districts (South/Amajyepfo province)",Drought,Drought,,1000000,2003-9651
00/08/2003,00/00/2004,"Tanzania, United Republic of",TZA,"Kaskazini Unguja, Mjini Magharibi, Kusini Unguja, Singida, Dodoma, Shinyanga, Mwanza, Tabora, Kagera, Kigoma provinces",Drought,Drought,,1900000,2003-9651
00/08/2003,00/09/2003,Indonesia,IDN,"Belu, Timor Tengah Selatan, Timor Tengah Utara, Kupang districts (West Timor region, Nusatenggara Timur province)",Drought,Drought,,15000,2003-9760
00/00/2003,00/00/2004,Ethiopia,ETH,"Tigray, Oromia, Amhara, Somali, Afar provinces",Drought,Drought,,12600000,2003-9772
00/00/2003,00/00/2003,Russian Federation (the),RUS,Vladisvostok city (Primorskiy Kray province),Drought,Drought,,1000000,2003-9777
00/05/2003,00/00/2003,Bosnia and Herzegovina,BIH,"Republika Srpska province, Posavski district (Federacija Bosne I Hercegovine province), Neretvljanski district (Federacija Bosne I Hercegovine province)",Drought,Drought,,62575,2003-9784
00/02/2003,21/05/2003,Croatia,HRV,"Bjelovar-bilogora, Dubrovnik-Neretva, Grad Zagreb, Istra, Karlovac, Koprivnica-krizevci, Krapina-zagorje, Lika-senj, Medimurje, Osijek-baranja, Pozega-slavonija, Primorje-gorski Kota, Šibenik, Sisak-moslavina, Slavonski Brod-posav, Split-dalmatija, Varazdin, Virovitica-podravina, Vukovar-srijem, Zadar-Knin provinces",Drought,Drought,,,2003-9784
00/07/2003,00/08/2003,Hungary,HUN,"Bacs-kiskun, Baranya, Bekes, Borsod-abauj-zemplen, Budapest, Csongrád, Fejér, Gyor-moson-sopron, Hadju-bihar, Heves, Jasz-nagykun-seolnok, Komarom-esztergom, Nógrád, Pest, Somogy, Szabolcs-szatmar-bereg, Tolna, Vas, Veszprém, Zala provinces",Drought,Drought,,,2003-9784
10/3/04,10/3/04,Korea (the Republic of),KOR,Sokcho city (Kang-won-do province),Wildfire,Forest fire,,2155,2004-0123
14/05/2004,16/05/2004,Russian Federation (the),RUS,"Kurgan, Omskaya Oblast, Novosibirskaya Oblast, Kemerovskaya Oblast, Tomskaya Oblast, Irkutskaya Oblast, Chitinskaya Oblast, Aginskiy Buryatskiy A. Okrug, Altay Rep., Krasnoyarskiy Kray provinces",Wildfire,Forest fire,9,1000,2004-0208
28/07/2004,4/8/04,Spain,ESP,"Andalucia, Region de Murcia provinces",Wildfire,Forest fire,3,1100,2004-0373
00/07/2004,00/08/2004,Portugal,PRT,"Vila Real, Santarem, Faro, Viseu, Braganca provinces",Wildfire,Forest fire,2,,2004-0383
10/1/04,10/1/04,Guinea,GIN,"Tamagali city (Mamou district, Mamou province)",Wildfire,"Land fire (Brush, Bush, Pastur",,777,2004-0738
00/01/2004,00/00/2004,South Africa,ZAF,"KwaZulu-Natal, Eastern Cape, Northern Cape, Mpumalanga, North-West, Free state, Limpopo provinces",Drought,Drought,,15000000,2004-9017
00/01/2004,00/01/2004,Somalia,SOM,"Sool, Sanaag, Togdheer, Nugaal, Galgaduud, Hiraan, Mudug, Bari provinces",Drought,Drought,,200000,2004-9085
00/07/2004,00/00/2004,Kenya,KEN,"Kitui, Mbeere, Mwingi, Marsabit districts (Eastern province), Turkana, Kajiado, Narok districts (Rift Valley province), Mandera, Wajir, Garissa, Ijara districts (North Eastern province), Tana river, Kilifi, Kwale, Taita Taveta, Malindi districts (Coast province), Nyanza, Central provinces",Drought,Drought,80,2300000,2004-9288
00/09/2004,00/00/2005,Angola,AGO,"Cunene, Cuanza-Sul provinces",Drought,Drought,,25000,2004-9480
00/10/2004,00/00/2004,"Tanzania, United Republic of",TZA,"Arusha, Kilimanjaro, Manyara, Tanga provinces (Northern Highlands region), Pwani, Dar-es-salaam provinces (Northern Coast region).",Drought,Drought,,254000,2004-9577
