startDate,endDate,countryName,ISO,location,disasterType,disasterSubtype,totalDeaths,totalAffected,disasterID
00/09/2004,00/00/2005,Portugal,PRT,All country: all provinces selected,Drought,Drought,,,2004-9704
4/1/05,26/01/2005,Australia,AUS,"Eyre peninsula (Ceduna (DC), Cleve (DC), Elliston (DC), Franklin Harbour (DC), Kimba (DC), Lower Eyre Peninsula (DC), Port Augusta (C), Port Lincoln (C), Streaky Bay (DC), Tumby Bay (DC), Whyalla (C), Wudinna (DC) districts, South Australia province)",Wildfire,Forest fire,12,220,2005-0014
4/4/05,6/4/05,Korea (the Republic of),KOR,"Yangyang, Kosong cities (Kang-won-do province)",Wildfire,Forest fire,,2140,2005-0180
20/06/2005,26/08/2005,France,FRA,,Wildfire,Forest fire,2,,2005-0367
15/05/2005,14/07/2005,Portugal,PRT,"Porto, Castelo Branco provinces",Wildfire,Forest fire,15,136,2005-0367
18/07/2005,18/07/2005,Spain,ESP,Guadalajara district (Castilla-La Mancha province),Wildfire,Forest fire,11,1,2005-0380
9/8/05,9/8/05,Indonesia,IDN,"Sintang, Sanggau, Ketapang districts (Kalimatan Barat province), Kotawaringin Timur, Katingan, Seruyan, Kapuas (Kalimantan Tengah province), Kota Baru, Tapin, Hulusungai Selatan, Banjar, Tanahlaut (Kalimantan Selatan province) (Sumatra Isl.)",Wildfire,Forest fire,,,2005-0430
9/8/05,9/8/05,Malaysia,MYS,"Port Klang city (Kelang district, Selangor province), Kuala Selangor district (Selangor province)",Wildfire,Forest fire,,,2005-0430
00/08/2005,00/08/2005,Thailand,THA,"Satun, Phatthalung, Pattani, Yala, Narathiwat, Phuket, Songkhla provinces",Wildfire,Forest fire,,,2005-0430
00/01/2005,00/01/2006,Burundi,BDI,"Busoni, Bugabira, Ntega, Kirundo districts (Kirundo province), Ruyigi, Cankuzo, Rutana, Muyinga provinces",Drought,Drought,120,2150000,2005-9067
00/00/2005,00/00/2006,Mali,MLI,"Mopti, Kayes, Tombouctou, Gao provinces",Drought,Drought,,1000000,2005-9142
00/01/2005,00/03/2005,Thailand,THA,"Ang Thong, Bangkok, Buriram, Chachoengsao, Chainat, Chaiyaphum, Chanthaburi, Chiang Mai, Chiang Rai, Chonburi, Chumphon, Kalasin, Kampaeng Phet, Kanchanaburi, Khon Kaen, Krabi, Lampang, Lamphun, Loei, Lopburi, Mae Hong Son, Maha Sarakham, Mukdahan, Nakhon Nayok, Nakhon Pathom, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nakhon Si Thammarat, Nan Narathiwat, Nong Khai, Nonthaburi, Pathum Thani, Pattani, Phangnga, Phatthalung, Phayao, Phetchabun, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Phuket, Prachuap Khilikhan, Ranong, Ratchaburi, Rayong, Roi Et, Sakon Nakhon, Samut Prakarn, Samut Sakhon, Samut Songkham, Saraburi, Satun, Si Saket, Singburi, Songkhla, Sukhothai, Suphanburi, Surat Thani, Surin, Tak, Trad, Trang, Uthai Thani, Uttaradit, Yala, Yasothon, Amnat Charoen, Nong Bua Lamphu, Phachinburi, Sa Kaeo, Ubon Ratchathani, Udon Thani provinces",Drought,Drought,,,2005-9153
00/03/2005,00/03/2006,Uganda,UGA,"Rupa, Nadunget subcounties (Moroto province), Nyakwae subcounty (Abim province), Kalapata city (Dodoth district, Kaabong province) (Karamoja region)",Drought,Drought,,600000,2005-9163
00/04/2005,00/04/2005,Cambodia,KHM,Kampong Speu province,Drought,Drought,,600000,2005-9206
00/04/2005,00/04/2006,Djibouti,DJI,"Tadjourah district (Tadjourah province), Dikhil district (Dikhil province), Ali Sabieh district (Ali Sabieh province), Obock district (Obock province)",Drought,Drought,,150000,2005-9213
00/03/2005,00/05/2005,Cameroon,CMR,Logone-Et-Chari disctrict (Extrème-Nord province),Drought,Drought,,,2005-9238
00/05/2005,00/00/2006,Mozambique,MOZ,"Maputo, Gaza, Inhambane, Manica, Sofala, Zambezia, Tete provinces",Drought,Drought,,1400000,2005-9262
00/05/2005,00/00/2005,Viet Nam,VNM,Ben Tre province,Drought,Drought,,410000,2005-9277
00/07/2005,00/07/2006,Niger (the),NER,"Tillaberi, Tahoua, Diffa, Zinder, Maradi provinces",Drought,Drought,,3000000,2005-9362
00/06/2005,00/11/2005,Zambia,ZMB,"Southern, Western provinces",Drought,Drought,,1200000,2005-9403
00/10/2005,00/03/2006,Malawi,MWI,"Southern Region, Central Region provinces",Drought,Drought,,5100000,2005-9578
00/11/2005,00/12/2006,Madagascar,MDG,Vangaindrano district (Atsimo Atsinanana province),Drought,Drought,,14000,2005-9637
00/12/2005,00/00/2006,Kenya,KEN,"Makueni, Kitui, Marsabit, Isiolo, Mwingi, Kitui, Moyale districts (Eastern province), Malindi, Kwale, Kilifi, Taita Taveta, Tana river districts (Coast province), Mandera, Wajir, Garissa, Ijara districts (North Eastern province), Kajiado, Turkana, Samburu, Laikipia districts (Rift Valley province).",Drought,Drought,27,3500000,2005-9719
00/00/2005,00/00/2005,Somalia,SOM,"Gedo, Bakool, Bay, Hiraan, Juba Hoose, Juba Dhexe provinces",Drought,Drought,2,,2005-9722
00/10/2005,00/00/2005,China,CHN,Guangdong Sheng province,Drought,Drought,,174000,2005-9745
7/7/05,00/00/2005,China,CHN,"Shanxi Sheng, Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Hunan Sheng, Guizhou Sheng provinces",Drought,Drought,,7600000,2005-9746
00/11/2005,00/00/2006,Ethiopia,ETH,"Afder, Liben districts (Somali province), Gode zones (Shabelle district, Somali province), Borena district (Oromiya province)",Drought,Drought,,2600000,2005-9747
00/01/2006,00/04/2006,Australia,AUS,"Victoria, New South Wales, Tasmania provinces",Wildfire,Forest fire,3,81,2006-0057
4/8/06,15/08/2006,Spain,ESP,Galicia province,Wildfire,Forest fire,4,,2006-0444
00/08/2006,00/08/2006,Indonesia,IDN,"Muarojambi, Tanjungjabung Timur districts (Jambi province), Ogan Komering Ilir, Banyuasin, Musibanyuasin districts (Sumatera Selatan province), Ketapang district (Kalimantan Barat province), Kotawaringin Timur, Kotawaringin Barat, Pulangpisau, Seruyan, Sukamara districts (Kalimantan Tengah province), Banjar, Hulusungai Selatan districts (Kalimantan Selatan province)",Wildfire,Forest fire,,200,2006-0471
16/11/2006,16/11/2006,Australia,AUS,"Blue mountains district, New South Wales province",Wildfire,--,,,2006-0660
00/12/2006,00/12/2006,Australia,AUS,"Tasmania, Victoria, New South Wales provinces",Wildfire,Forest fire,1,60,2006-0666
00/05/2006,00/05/2006,Guinea-Bissau,GNB,"Quinara, Tombali provinces, Bolama/Bijagos Isl.(=province)",Drought,Drought,,32000,2006-9233
00/08/2006,00/00/2006,Lithuania,LTU,"Alytaus, Kauno, Klaipedos, Marijampoles, Panevezio, Siauliu, Taurages, Telsiu, Utenos, Vilniaus provinces",Drought,Drought,,,2006-9411
00/08/2006,00/09/2006,Mali,MLI,Kidal province,Drought,Drought,,25000,2006-9425
00/10/2006,00/00/2006,Australia,AUS,NO DATA: all country has been selected,Drought,Drought,,,2006-9554
00/07/2006,00/00/2006,Afghanistan,AFG,"Badakhshan, Badghis, Baghlan, Balkh, Bamyan, Daykundi, Faryab, Ghor, Jawzjan, Kunduz, Samangan, Sar-e-Pul, Takhar, Uruzgan provinces",Drought,Drought,,1900000,2006-9570
00/07/2006,00/00/2006,Nepal,NPL,"Mid Western, Far Western provinces",Drought,Drought,,200000,2006-9723
1/5/06,10/9/06,China,CHN,"Sichuan Sheng, Chongqing Shi, Guizhou Sheng, Zhejiang Sheng, Anhui Sheng, Jiangxi Sheng, Hunan Sheng, Hubei Sheng provinces",Drought,Drought,134,18000000,2006-9741
00/00/2006,00/00/2006,"Tanzania, United Republic of",TZA,"Arusha, Manyara, Kilimanjaro provinces",Drought,Drought,,3700000,2006-9756
00/07/2007,00/08/2007,Italy,ITA,"Abruzzi, Sardegna, Sicilia, Calabria provinces, Napoli district (Campania province),",Wildfire,Forest fire,11,,2007-0294
1/6/07,30/07/2007,Greece,GRC,"Pylos city (Messinias district, Peloponnisos province), Andros Isl. (Kykladon district, Notio Aigaio province), Keratea city, Idra Isl. (Attikis district, Attiki province), Menindi city (Aitolias Kai Akarnanias district, Dytiki Ellada province), Skiathos Isl. (Magnisias district, Thessalia province), Kefalonia Isl. (Kefallinias district, Ionioi Nisoi province), Zante Isl. (Zakynthou district, Ionioi Nisoi province), Chios Isl. (Chiou district, Voreio Aigaio province), Kastoria city (Kastorias district, Dytiki Makedonia province), Kozani city (Kozanis district, Dytiki Makedonia province), Loannina city (Ioanninon district, Ipeiros province), Florina city (Florinis district, Dytiki Makedonia province), Pierias district (Kentriki Makedonia province), Thesprotias district (Iperiros province), Fthiotidos district (Sterea Ellada province)",Wildfire,Forest fire,3,4,2007-0301
4/8/07,5/8/07,Croatia,HRV,"Dubrovnik, Mlini, Plat cities (Dubrovnik-neretva province), Split-damlatjia, Zadar-knin provinces (Dalmatia region)",Wildfire,Forest fire,,26,2007-0325
00/07/2007,00/08/2007,Canary Is,SPI,"Grand Canaria Island (Las Palmas district, Canarias province), Tenerife Island (Santa Cruz de Tenerife district, Canarias province)",Wildfire,Forest fire,,405,2007-0329
27/07/2007,30/07/2007,South Africa,ZAF,"KwaZulu-Natal, Mpumalanga, Free State, Eastern Cape, Limpopo, Gauteng provinces",Wildfire,Forest fire,26,1600,2007-0337
27/07/2007,30/07/2007,Swaziland,SWZ,Pigg's Peak district (Hhohho province),Wildfire,Forest fire,2,1500,2007-0337
00/07/2007,00/07/2007,Albania,ALB,"Kolonje, Vlore, Puke, Tropoje provinces",Wildfire,Forest fire,,75,2007-0365
00/07/2007,00/07/2007,Bulgaria,BGR,"Veliko Tarnovo, Kustendil, Montana, Sofia, Smoljan, Stara Zagora provinces",Wildfire,Forest fire,1,9,2007-0366
00/07/2007,00/07/2007,Macedonia (the former Yugoslav Republic of),MKD,"Bitola, Tetovo, Krusevo, Veles provinces",Wildfire,Forest fire,1,1000000,2007-0368
24/08/2007,30/08/2007,Greece,GRC,"Messinias, Lakonias districts (Peloponisos province), Euboea Isl. (Evvoias district, Sterea Ellada province), Olympia city (Ileias district, Dytiki Ellada province)",Wildfire,Forest fire,65,5392,2007-0392
25/08/2007,26/08/2007,Bulgaria,BGR,"Topolovgrad, Svilengrad districts (Haskovo province)",Wildfire,--,2,,2007-0395
30/08/2007,30/08/2007,Croatia,HRV,Kornat Isl. (Sibenik province),Wildfire,Forest fire,12,,2007-0444
1/10/07,4/10/07,Lebanon,LBN,"Bekaa, Mount Lebanon, North provinces",Wildfire,Forest fire,1,15,2007-0471
00/09/2007,00/09/2007,Algeria,DZA,Tzarifet forest (Tlemcen province),Wildfire,Forest fire,8,,2007-0670
00/07/2007,00/00/2007,Swaziland,SWZ,"Hhohho, Lubombo, Manzini, Shiselweni provinces",Drought,Drought,,410000,2007-9288
00/08/2007,00/08/2007,Mozambique,MOZ,"Gaza, Inhambane, Manica, Sofala, Maputo provinces (Centre and south of the country)",Drought,Drought,,520000,2007-9343
00/08/2007,00/08/2007,Philippines (the),PHL,"La Union, Pangasinan, Ilocos Sur districts (Region I (Ilocos region) province), Isabela, Nueva Vizcaya, Quirino districts (Region II (Cagayan Valley) province)",Drought,Drought,,,2007-9347
00/07/2007,00/00/2008,Lesotho,LSO,"Maseru, Mafeteng, Leribe, Butha Buthe, Berea, Mohale's Hoek, Quthing provinces (Lowlands region)",Drought,Drought,,475000,2007-9494
00/10/2007,00/00/2007,Malawi,MWI,"Karonga, Mzimba districts (Northern Region province), Ntchisi district (Central Region province), Mulanje district (Southern Region province)",Drought,Drought,,520000,2007-9499
00/02/2007,00/03/2007,Timor-Leste,TLS,"Aileu, Ainaro, Baucau, Ermera, Liquica, Manatuto, Manufahi provinces",Drought,Drought,,,2007-9650
00/01/2007,00/06/2009,Zimbabwe,ZWE,"Masvingo, Matabeleland North, Matabeleland South, Midlands, Manicaland, Mashonaland Central, Mashonaland East, Mashonaland West provinces",Drought,Drought,,2100000,2007-9675
00/01/2007,00/01/2007,Djibouti,DJI,NO DATA: all country selected,Drought,Drought,,42750,2007-9676
00/00/2007,00/00/2007,Moldova (the Republic of),MDA,Dubasari province (Transnitria region),Drought,Drought,,210394,2007-9677
1/8/08,5/8/08,Turkey,TUR,"Karatas (Korkuteli district, Antalya province)",Wildfire,Forest fire,2,300,2008-0318
1/9/08,2/9/08,Mozambique,MOZ,"Manica, Sofala, Zambezia provinces",Wildfire,--,49,3023,2008-0392
30/08/2008,3/9/08,South Africa,ZAF,"Kwazulu-Natal, Free state",Wildfire,"Land fire (Brush, Bush, Pastur",34,25,2008-0647
00/04/2008,00/00/2008,Thailand,THA,"Ang Thong, Chainat, Chaiyaphum, Chiang Rai, Kalasin, Kampaeng Phet, Khon Kaen, Lampang, Loei, Lopburi, Maha Sarakham, Mukdahan, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nan, Nong Bua Lamphu, Nong Khai, Phayao, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Sakon Nakhon, Saraburi, Singburi, Sukhothai, Suphanburi, Udon Thani, Uthai Thani, Uttaradit provinces",Drought,Drought,,10000000,2008-9154
00/10/2008,00/10/2008,Eritrea,ERI,"Achipelagos, Semenawi Keih Bahri provinces (Northern Red Sea Region), Debubawi Keih Bahri province (Southern Red Sea Region), Anseba, Debub provinces",Drought,Drought,,1700000,2008-9200
00/05/2008,00/10/2009,Ethiopia,ETH,"Oromia, Somali, Amhara, Afar, Tigray, SNNPR provinces",Drought,Drought,,6400000,2008-9200
00/07/2008,00/00/2009,Kenya,KEN,"Sacho, Marigat, Mukutani, Tenges, Kolowa, Tangulbei, Nginyang cities/towns (Baringo district, Rift Valley province), Samburu district (Rift valley province), Turkana, West Pokot, Administrative Unit Not Available districts (North Rift Valley province), Central, Eastern, North Eastern, Coast provinces",Drought,Drought,4,3800000,2008-9302
00/07/2008,00/00/2009,Djibouti,DJI,"Djibouti, Arta cities (Djibouti district, Djibouti province), Ali Sabieh district (Ali Sabieh province), Obock district (Obock province), Tadjourah district (Tadjourah province), Dikhil district (Dikhil province)",Drought,Drought,,340000,2008-9303
00/07/2008,00/10/2009,Uganda,UGA,"Nakapiripit, Kodito, Abim provinces (Karamoja region, North-East)",Drought,Drought,,1100000,2008-9307
00/10/2008,00/10/2008,Tajikistan,TJK,"Badakhshoni Kuni, Khatlon, Sogd, Tadzhikistan Territories provinces",Drought,Drought,,800000,2008-9456
00/01/2008,00/04/2009,Somalia,SOM,"Matabaan city, Belet Weyne district (Hiraan province)",Drought,Drought,,3300000,2008-9468
00/10/2008,00/10/2008,Afghanistan,AFG,"Kunduz, Balkh, Faryab, Badghis provinces",Drought,Drought,,280000,2008-9475
00/12/2008,00/00/2009,Mozambique,MOZ,"Maputo, Gaza, Inhambane, Manica, Sofala, Tete provinces",Drought,Drought,,500000,2008-9590
00/09/2008,00/01/2009,Burundi,BDI,"Kirundo, Ngozi, Muyinga, Cankuzo, Karuzi, Ruyigi provinces",Drought,Drought,,82500,2008-9640
00/00/2008,00/00/2011,Madagascar,MDG,"Atsimo Andrefana, Androy, Anosy provinces",Drought,Drought,,720000,2008-9644
00/11/2008,00/02/2009,China,CHN,"Henan Sheng, Anhui Sheng, Shanxi Sheng, Shaanxi Sheng, Shandong Sheng, Hubei Sheng, Gansu Sheng, Hebei Sheng, Jiangsu Sheng provinces",Drought,Drought,,3700000,2008-9662
00/00/2008,00/00/2010,Syrian Arab Republic,SYR,"Damascus, Homs, Hama, Raqqah, Dayr_Az_Zor, Hassakeh provinces",Drought,Drought,,1300000,2008-9755
2/2/09,14/02/2009,Australia,AUS,"Marysville, Kinglake, Taggerty cities (Murrindindi (S) district, Victoria province), Strathewen, St Andrews cities (Nillumbik (S) district, Victoria province), , Whittlesea city (Whittlesea district, Victoria province), Wandong city (Mitchell (S) district, Victoria province)",Wildfire,"Land fire (Brush, Bush, Pastur",180,9954,2009-0067
12/7/09,12/7/09,Congo (the Democratic Republic of the),COD,"Tshikula, Dibaya cities (Lulua district, Kasai Occidental province), Kongolo city (Tanganyka district, Katanga province), Mukishi city (Haut-Lomani district, Katanga province)",Wildfire,"Land fire (Brush, Bush, Pastur",,125,2009-0264
00/07/2009,00/07/2009,France,FRA,"Corse province, Marseille city (Bouches-du-Rhone district, Provence-Alpes-Cote-d'Azur province)",Wildfire,Forest fire,,,2009-0271
00/07/2009,00/07/2009,Greece,GRC,"Zakynthou district (Ionioi Nisoi province), Peloponnisos province, Evvoias district (Sterea Ellada province)",Wildfire,Forest fire,,,2009-0271
20/07/2009,27/07/2009,Italy,ITA,"Sardegna, Sicilia provinces",Wildfire,Forest fire,2,,2009-0271
20/07/2009,24/07/2009,Spain,ESP,"Teruel district (Aragon province), Almeria district (Andalucia province), Horta de Sant Joan commune (Tarragona district, Cataluna/Catalunya province), Trevino area (Burgos district, Castilla y Leon province), Cuenca district (Castilla-La Mancha province)",Wildfire,Forest fire,6,,2009-0271
21/08/2009,25/08/2009,Greece,GRC,"Marathonas area (Attikis district, Attiki province)",Wildfire,Forest fire,,1040,2009-0345
00/06/2009,00/07/2009,China,CHN,"Chaiyang, Fuxin, Jinzhou, Huludao districts (Liaoning Sheng province)",Drought,Drought,,160000,2009-9283
00/07/2009,00/08/2009,Bangladesh,BGD,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces",Drought,Drought,,,2009-9323
00/07/2009,00/08/2009,India,IND,"Bongaigaon, Cachar, Dhuburi, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Sibsagar, Barpeta, Darrang, Dhemaji, Dibrugarh, Karimganj, Nalbari, North Cachar Hills, Sonitpur, Tinsukia districts (Assam province), Bilaspur, Chamba, Hamirpur, Kangra, Kinnaur, Kullu, Lahaul and Spiti, Mandi, Shimla, Sirmaur, Solan, Una districts (Himachal Pradesh province), Chatra, Garhwa, Latehar, Palamu, Dumka, Deoghar, Giridih, Godda, Jamtara, Pakur, Sahibganj, Bokaro, Dhanbad, Purba Singhbhum, Gumla, Hazaribag, Koderma, Lohardaga, Ranchi, Simdega, Saraikela Kharsawan, Pashchim Singhbhum districts (Jharkhand province), Bishnupur, Chandel, Churachandpur, East Imphal, West Imphal, Senapati, Tamenglong, Thoubal, Ukhrul districts (Manipur province), Dimapur, Kohima, Phek, Mokokchung, Mon, Tuensang, Wokha, Zunheboto districts (Nagaland province), Ambedkar Nagar, Ballia, Bareilly, Basti, Deoria, Farrukkhabad, Fatehpur, Ghazipur, Hardoi, Hathras, Jaunpur, Kannauj, Kanpur Dehat, Mainpuri, Mau, Rae Bareli, Sultanpur, Sant Kabir Nagar, Unnao, Agra, Shahjahanpur, Faizabad, Meerut, Mahoba, Aligarh, Jyotiba Phule Nagar, Balrampur, Etah, Rampur, Ghaziabad, Gautam Buddha Nagar, Banda, Mathura, Allahabad, Auraiya, Jalaun, Varanasi, Chandauli, Moradabad, Azamgarh, Siddharth Nagar, Badaun, Sitapur, Firozabad, Saharanpur, Chitrakoot, Etawah, Bulandshahr, Kaushambi, Pilibhit, Muzaffarnagar, Kushinagar, Jhansi, Lucknow, Bijnor, Mirzapur districts (Uttar Pradesh province), Patna, Nalanda, Gaya, Buxar, Bhojpur, Rohtas, Bhabua, Siwan, Nawada, Munger, Aurangabad, Sheikhpura, Lakhisarai, Jamui, Bhagalpur, Banka, Saran, Jehanabad, Muzaffarpur, Sitamarhi, Begusarai, Madhepura, Kishanganj, Katihar, Vaishali districts (Bihar province), Bangalore Urban, Bangalore Rural, Kolar, Tumkur, Chitradurga, Davanagere, Chamrajnagar, Mysore, Mandya, Bellary, Koppal, Raichur, Gulbarga, Bidar, Belgaum, Bagalkot, Bijapur, Gadag districts (Karnataka province), Nanded, Latur, Aurangabad, Jalna, Bid, Parbhani, Osmanabad, Hingoli, Chandrapur, Yavatmal, Wardha, Thane, Raigarh, Nandurbar, Jalgaon, Amravati, Buldana, Washim, Garhchiroli, Pune, Satara, Sangli, Solapur, Kolhapur, Nashik, Dhule, Ahmednagar, Akola districts (Maharasthra province), Rewa, Satna, Sidhi, Shahdol, Anuppur, Umaria, Dindori, Jabalpur, Katni, Balaghat, Narsinghpur, Mandla, Sagar, Panna, Tikamgarh, Chhatarpur, Raisen, Vidisha, Damoh, Sehore, Gwalior, Guna, Ashoknagar, Shivpuri, Datia, Bhind, Morena, Sheopur, Shajapur, Dewas, Ratlam, East Nimar, Burhanpur, Barwani, Jhabua districts (Madhya Pradesh province), Ajmer, Alwar, Banswara, Barmer, Bhilwara, Bikaner, Bundi, Chittaurgarh, Churu, Dausa, Dungarpur, Ganganagar, Hanumangarh, Jaipur, Jaisalmer, Jalor, Jhunjhunu, Jodhpur, Nagaur, Pali, Rajsamand, Sawai Madhopur, Sikar, Sirohi, Tonk, Udaipur districts (Rajasthan province)",Drought,Drought,,,2009-9323
00/01/2009,00/08/2010,Ethiopia,ETH,"Somali, Oromia, Afar, Tigray, Amhara, SNNP, Gambela provinces",Drought,Drought,,6200000,2009-9615
00/00/2009,00/00/2010,South Sudan,SSD,"Unity, Northern Bahr Ghazal, Jonglei, Upper Nile, Eastern Equatoria, Warab provinces",Drought,Drought,,4300000,2009-9633
00/12/2009,00/02/2010,Burundi,BDI,"Kirundo, Bugabira, Busoni districts (Kirundo province)",Drought,Drought,,180000,2009-9634
00/09/2009,00/03/2010,Niger (the),NER,"Agadez, Diffa, Dosso, Maradi, Tahoua, Tillaberi, Zinder, Niamey provinces",Drought,Drought,,7900000,2009-9651
00/12/2009,00/07/2010,Chad,TCD,"Kanem, Barl El Gazal, Lac, Batha Est, Batha Ouest, Guera, Sila, Salamat, Ouaddai, Hadjer Lamis provinces",Drought,--,,2400000,2009-9654
00/10/2009,00/05/2010,China,CHN,"Yunnan Sheng, Guizhou Sheng, Sichuan Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi provinces",Drought,Drought,,60000000,2009-9655
00/00/2009,00/00/2009,Nepal,NPL,"Far Western, Mid Western provinces",Drought,Drought,,303000,2009-9660
00/00/2009,00/00/2009,Kyrgyzstan,KGZ,"Batken, Bishkek, Jalal-Abad, Naryn, Osh, Talas, Ysyk-Kol provinces",Drought,Drought,,2000000,2009-9661
00/07/2010,6/8/10,Russian Federation (the),RUS,"Nizhniy city (Krasnodarskiy Kray province), Novgorodskaya Oblast, Riazan city (Ryazanskaya Oblast province), Lipetskaya Oblast, Voronezhskaya Oblast, Belgorodskaya Oblast, Ivanovskaya Oblast, Moskva, Moskovskaya Oblast provinces",Wildfire,"Land fire (Brush, Bush, Pastur",53,5996,2010-0352
6/8/10,20/08/2010,Congo (the Democratic Republic of the),COD,"Kongolo city (Tanganyka district, Katanga province)",Wildfire,"Land fire (Brush, Bush, Pastur",8,2770,2010-0414
2/9/10,3/9/10,Russian Federation (the),RUS,Volgogradskaya Oblast region,Wildfire,Forest fire,8,1200,2010-0466
5/12/10,5/12/10,China,CHN,"Daofu county (Garzê Tibetan district, Sichuan Sheng province)",Wildfire,"Land fire (Brush, Bush, Pastur",22,3,2010-0623
2/12/10,5/12/10,Israel,ISR,"Isfiya village (Carmel forest, Haifa province)",Wildfire,Forest fire,44,20022,2010-0627
00/00/2011,00/00/2011,Burundi,BDI,"Kayanza, Ngozi provinces (North region), Cankuzo, Kirundo, Muyinga provinces (North-Eastern region), Bururi, Makamba, Rutana provinces (Southern region)",Drought,Drought,,,2010-9082
00/11/2010,00/07/2011,Djibouti,DJI,"Ali Sabieh district (Ali Sabieh province), Dikhil, Yoboki districts (Dikhil province), Alaili Dadda, Obock districts (Obock province), Balha, Dorra districts (Tadjourah province)",Drought,Drought,,200258,2010-9082
00/01/2011,00/01/2012,Ethiopia,ETH,"Somali, Oromia, Afar, Tigray, Amhara provinces",Drought,Drought,,4805679,2010-9082
00/01/2011,00/01/2011,Kenya,KEN,"Marsabit, Isiolo, Moyale districts (Eastern province), Mandera, Wajir, Ijara, Garissa (North Eastern province), West Pokot, Turkana, Samburu district (Rift Valley Province), Tana River, Lamu, Kwale (Coast province)",Drought,Drought,,4300000,2010-9082
00/02/2010,00/11/2011,Somalia,SOM,"Bakool, Shabelle Hoose, Shabelle Dhexe, Bay, Galgaduud, Gedo, Hiraan, Juba Dhexe, Juba Hoose, Mudug, Sanaag, Sool, Togdheer, Woqooyi Galbeed, Awdal, Bari, Nugaal province",Drought,Drought,20000,4000000,2010-9082
00/03/2011,00/00/2011,Uganda,UGA,"Kaabong, Kotido, Abim, Moroto, Nakapiripirit provinces (Karamoja region)",Drought,Drought,,669000,2010-9082
00/03/2010,00/03/2011,Thailand,THA,"Ang Thong, Chainat, Chaiyaphum, Chiang Rai, Kalasin, Kampaeng Phet, Khon Kaen, Lampang, Loei, Lopburi, Maha Sarakham, Mukdahan, Nakhon Phanom, Nakhon Ratchasima, Nakhon Sawan, Nan, Nong Bua Lamphu, Nong Khai, Phayao, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Phrae, Sakon Nakhon, Saraburi, Singburi, Sukhothai, Suphanburi, Udon Thani, Uthai Thani, Uttaradit provinces",Drought,Drought,,6482602,2010-9132
00/05/2010,00/00/2013,Zimbabwe,ZWE,"Manicaland, Mashonaland Central, Mashonaland East, Mashonaland West, Masvingo, Matabeleland North, Matabeleland South, Midlands provinces",Drought,Drought,,1667618,2010-9181
00/06/2010,00/00/2010,Mali,MLI,"Kayes, Tombouctou, Kidal, Gao provinces",Drought,Drought,,600000,2010-9249
00/03/2010,00/00/2010,Mozambique,MOZ,"Maputo, Inhambane, Gaza provinces (South)",Drought,Drought,,460000,2010-9290
00/00/2010,00/00/2011,Mauritania,MRT,"Assaba, Brakna, Gorgol, Guidimakha, Hodh Ech Gharbi, Nouakchott, Tagant, Trarza provinces, Amourj, Bassikounou, Djigueni, Nema, Timbedra districts (Hodh Ech Chargi province) (Southern Mauritania/Sahel region)",Drought,Drought,,838000,2010-9292
1/4/10,20/08/2010,Russian Federation (the),RUS,"Adygeya Rep., Astrakhanskaya Oblast, Bashkortostan Rep., Belgorodskaya Oblast, Bryanskaya Oblast, Chelyabinskaya Oblast, Ivanovskaya Oblast, Kalmykiya Rep., Kaluzhskaya Oblast, Krasnodarskiy Kray, Kurskaya Oblast, Lipetskaya Oblast, Moskovskaya Oblast, Moskva, Name Unknown, Orenburgskaya Oblast, Orlovskaya Oblast, Penzenskaya Oblast, Rostovskaya Oblast, Ryazanskaya Oblast, Samarskaya Oblast, Saratovskaya Oblast, Smolenskaya Oblast, Stavropolskiy Kray, Tambovskaya Oblast, Tulskaya Oblast, Tverskaya Oblast, Ulyanovskaya Oblast, Vladimirskaya Oblast, Volgogradskaya Oblast, Voronezhskaya Oblast, Yaroslavskaya Oblast provinces",Drought,Drought,,,2010-9318
00/12/2010,00/05/2011,China,CHN,"Anhui Sheng, Gansu Sheng, Henan Sheng, Hebei Sheng, Jiangsu Sheng, Shaanxi Sheng, Shandong Sheng, Shanxi Sheng provinces",Drought,Drought,,35000000,2010-9701
23/08/2011,24/08/2011,Australia,AUS,"Margaret river city (Augusta-Margaret River (S) district, Western Australia province)",Wildfire,"Land fire (Brush, Bush, Pastur",,120,2011-0640
00/06/2011,00/00/2011,Thailand,THA,"Chians Rai, Nan, Phrae, Loei, Nong Khai, Ubon Ratchathani, Mukdahan, Sakon Nakhon, Si Saket, Surin, Chaiyaphum, Amnat Charoen, Kalasin, Nakhon Ratchasima, Buriram, Yasothon provinces (North), Sukhothai, Phetchabun, Phichit provinces (Central), Prachuap Khilikhan, Phetchaburi, Kanchanaburi provinces (West)",Drought,Drought,,,2011-9207
